label,display_name,group_type,image_count,centroid_l2_to_real,centroid_cosine_to_real,pca_centroid_l2_to_real,mmd_rbf_to_real,syn_to_real_nn_mean,syn_to_real_nn_median,real_to_syn_nn_mean,source_objective_value,source_manifest_rank,project_name,category,cycle_index,timestamp,selection_kind,trial_id,run_id,iteration_index,cache_path
run_63,run_63 workspace_noise_materials_objects_r01 ,selected,64,11.523675918579102,0.1968687526412427,7.385493278503418,0.4014104484134662,20.63383722427608,19.147729684184434,18.470454563064433,,,,workspace_noise_materials_objects_r01,,,,trial_112,iter022_run002,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_materials_objects_r01/trial_112/cache/iter022_run002__abebe2bf3ac5_dinov2_vitb14_reg.npy
run_39,run_39 top_30 ,selected,128,11.555826187133789,0.197890498456063,7.476815700531006,0.3930345032307976,20.434273657122418,19.955168901601837,17.430667634738487,,,,top_30,,,,trial_0,iter052_run001,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter052_run001__73bc042c004a_dinov2_vitb14_reg.npy
run_24,run_24 top_30 ,selected,128,11.58165168762207,0.19891609447695002,7.342628479003906,0.3990344965042528,20.328473662598455,19.463109979045015,17.96230832893621,,,,top_30,,,,trial_0,iter023_run002,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter023_run002__045ecd303e2a_dinov2_vitb14_reg.npy
run_75,run_75 workspace_noise_r01 ,selected,64,11.583220481872559,0.19261870364791744,8.22496223449707,0.394069228890207,21.154278915366945,19.13115673346739,17.972689653248047,,,,workspace_noise_r01,,,,trial_119,iter028_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_r01/trial_119/cache/iter028_run003__7d70bafa9e12_dinov2_vitb14_reg.npy
run_43,run_43 top_30 ,selected,128,11.591794967651367,0.1958059828879698,8.096474647521973,0.39454872084005527,20.381188610687794,20.47727495193869,17.468691519044725,,,,top_30,,,,trial_0,iter057_run001,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter057_run001__1d7fe5e3f8cd_dinov2_vitb14_reg.npy
run_73,run_73 workspace_noise_r01 ,selected,64,11.592530250549316,0.20088278431310802,6.691450595855713,0.3987779428647157,19.93285230960555,19.34605977120286,17.582181575941515,,,,workspace_noise_r01,,,,trial_112,iter027_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_r01/trial_112/cache/iter027_run000__d7baac39d5ef_dinov2_vitb14_reg.npy
run_77,run_77 workspace_noise_r01 ,selected,64,11.597188949584961,0.19826637526904145,7.825521469116211,0.3933155540673627,21.185446819261454,19.571782914860833,18.140620051252107,,,,workspace_noise_r01,,,,trial_15,iter002_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_r01/trial_15/cache/iter002_run003__5b7b1c5f0f26_dinov2_vitb14_reg.npy
run_18,run_18 top_30 ,selected,128,11.62186336517334,0.19882823984931852,7.558294296264648,0.4013412114128139,20.280919694755713,18.952566646025637,18.159696046163575,,,,top_30,,,,trial_0,iter020_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter020_run000__f485ea2d0440_dinov2_vitb14_reg.npy
run_69,run_69 workspace_noise_materials_objects_r02 ,selected,64,11.660821914672852,0.20179344720640002,7.275318622589111,0.3983387710984374,20.690043523244576,18.280088691171493,18.049157668325563,,,,workspace_noise_materials_objects_r02,,,,trial_135,iter027_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_materials_objects_r02/trial_135/cache/iter027_run000__b9c993056f22_dinov2_vitb14_reg.npy
run_84,run_84 workspace_scene_object_r02 ,selected,64,11.711603164672852,0.2021421268660618,8.09434700012207,0.3926621593957358,21.299968517921428,22.948784450903,17.56654895004368,,,,workspace_scene_object_r02,,,,trial_144,iter029_run001,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_scene_object_r02/trial_144/cache/iter029_run001__ea04817ed34b_dinov2_vitb14_reg.npy
run_33,run_33 top_30 ,selected,128,11.746428489685059,0.20174404674673352,8.30606746673584,0.40124676655608227,20.433904920273164,18.933598367838385,17.406425463720307,,,,top_30,,,,trial_0,iter047_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter047_run003__c930aaa81b93_dinov2_vitb14_reg.npy
run_66,run_66 workspace_noise_materials_objects_r01 ,selected,64,11.759389877319336,0.20758248480299446,6.439352989196777,0.4094951113847661,20.888958872144933,20.306741206300646,17.840800181413687,,,,workspace_noise_materials_objects_r01,,,,trial_38,iter004_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_materials_objects_r01/trial_38/cache/iter004_run000__61102c8f9f60_dinov2_vitb14_reg.npy
run_10,run_10 top_30 ,selected,128,11.771100044250488,0.20600159692715814,7.516816139221191,0.4012200763587278,20.777366232736348,19.48338877448375,17.869166584087278,,,,top_30,,,,trial_0,iter014_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter014_run000__29c0725200a1_dinov2_vitb14_reg.npy
run_42,run_42 top_30 ,selected,128,11.792604446411133,0.20530547543946687,8.135231018066406,0.40101587618482215,20.818560043870608,20.312073338027773,17.628874811217493,,,,top_30,,,,trial_0,iter057_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter057_run000__4fa2c1fd8685_dinov2_vitb14_reg.npy
run_51,run_51 workspace_camera_color_r01 ,selected,64,11.83533000946045,0.20515967151041858,8.38424301147461,0.40271689291327173,20.984709630871045,20.571212844744863,17.816294674623357,,,,workspace_camera_color_r01,,,,trial_38,iter006_run001,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_camera_color_r01/trial_38/cache/iter006_run001__7c7da5db31c1_dinov2_vitb14_reg.npy
run_21,run_21 top_30 ,selected,128,11.85061264038086,0.2079926716222783,8.40322208404541,0.40367981029126626,20.849841621269924,19.26581802543234,17.771920653794453,,,,top_30,,,,trial_0,iter020_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter020_run003__167f9a5cdf1a_dinov2_vitb14_reg.npy
run_56,run_56 workspace_camera_color_r02 ,selected,64,11.89762020111084,0.21041950859480774,8.485361099243164,0.40425323638473626,21.551763245719677,20.728790119220797,18.025385186770126,,,,workspace_camera_color_r02,,,,trial_134,iter026_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_camera_color_r02/trial_134/cache/iter026_run003__7a000dc02cad_dinov2_vitb14_reg.npy
run_50,run_50 workspace_camera_color_r01 ,selected,64,11.899757385253906,0.20838201530894995,8.469139099121094,0.40191233088521094,21.440318005527633,20.930668994845583,17.872180638029157,,,,workspace_camera_color_r01,,,,trial_32,iter004_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_camera_color_r01/trial_32/cache/iter004_run003__5a37c8c9d118_dinov2_vitb14_reg.npy
run_71,run_71 workspace_noise_materials_objects_r02 ,selected,64,11.915131568908691,0.21065730905808533,7.853445053100586,0.4086825049729582,20.924653091038003,20.067570432171088,17.854692643639385,,,,workspace_noise_materials_objects_r02,,,,trial_64,iter009_run001,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_materials_objects_r02/trial_64/cache/iter009_run001__cd2cd171e7e7_dinov2_vitb14_reg.npy
run_83,run_83 workspace_scene_object_r02 ,selected,64,11.932722091674805,0.21072495166911887,8.350470542907715,0.4056901759180464,21.36397517292479,20.860151677022877,18.054615904961153,,,,workspace_scene_object_r02,,,,trial_126,iter024_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_scene_object_r02/trial_126/cache/iter024_run003__5b0e2427038b_dinov2_vitb14_reg.npy
run_82,run_82 workspace_noise_r02 ,selected,64,11.947589874267578,0.21521452094347082,7.3952956199646,0.4101431085311777,20.658191432121537,19.444482049859175,18.248851394605214,,,,workspace_noise_r02,,,,trial_99,iter018_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_r02/trial_99/cache/iter018_run000__2ffff2a4e9f0_dinov2_vitb14_reg.npy
run_07,run_07 1st_rounds_best ,selected,64,12.088611602783203,0.2185922602195547,9.062503814697266,0.41941054954197426,20.651515031871988,19.499747428572764,17.701601328865767,,,,1st_rounds_best,,,,trial_0,iter006_run007,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/1st_rounds_best/trial_0/cache/iter006_run007__4f5cc000d1036efc_dinov2_vitb14_reg.npy
run_64,run_64 workspace_noise_materials_objects_r01 ,selected,64,12.088804244995117,0.21515561182487009,8.839620590209961,0.4106139852122777,21.92131376324277,21.174091427124708,17.753936623727398,,,,workspace_noise_materials_objects_r01,,,,trial_125,iter025_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_materials_objects_r01/trial_125/cache/iter025_run003__6386ea1cfbd0_dinov2_vitb14_reg.npy
run_55,run_55 workspace_camera_color_r02 ,selected,64,12.101699829101562,0.22093851398782427,7.951109886169434,0.4115259291811889,20.937168135353897,19.854008120028347,18.149576582936206,,,,workspace_camera_color_r02,,,,trial_103,iter019_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_camera_color_r02/trial_103/cache/iter019_run000__c6d4e82918e7_dinov2_vitb14_reg.npy
run_68,run_68 workspace_noise_materials_objects_r02 ,selected,64,12.107298851013184,0.22137237258653542,7.69565486907959,0.41448075775721904,21.22514966668652,20.00393131802342,18.474278744998777,,,,workspace_noise_materials_objects_r02,,,,trial_131,iter026_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_materials_objects_r02/trial_131/cache/iter026_run000__20f1b66bcc46_dinov2_vitb14_reg.npy
run_52,run_52 workspace_camera_color_r01 ,selected,64,12.123143196105957,0.221032445538636,8.334366798400879,0.40992212824256774,21.075569411353424,20.145306437389962,17.7124967755634,,,,workspace_camera_color_r01,,,,trial_72,iter014_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_camera_color_r01/trial_72/cache/iter014_run003__4f7e3cfbf124_dinov2_vitb14_reg.npy
run_38,run_38 top_30 ,selected,128,12.130606651306152,0.21953530711608749,8.585570335388184,0.4107531595609936,21.367016159772245,20.501527740862166,17.631050493569106,,,,top_30,,,,trial_0,iter052_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter052_run000__fa4e8e75f8e4_dinov2_vitb14_reg.npy
run_57,run_57 workspace_camera_color_r02 ,selected,64,12.157838821411133,0.22336624090791368,7.859012603759766,0.41827965265763656,21.190641925369732,20.01966422672564,17.92443432924968,,,,workspace_camera_color_r02,,,,trial_135,iter027_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_camera_color_r02/trial_135/cache/iter027_run000__cecc78a5a3e5_dinov2_vitb14_reg.npy
run_78,run_78 workspace_noise_r01 ,selected,64,12.168383598327637,0.22432401247005052,7.494136333465576,0.4161622566558487,21.11164038829858,21.174761445799525,18.33055480555483,,,,workspace_noise_r01,,,,trial_31,iter006_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_r01/trial_31/cache/iter006_run003__bb9c9dcd86f2_dinov2_vitb14_reg.npy
run_44,run_44 top_30 ,selected,128,12.170086860656738,0.22292330707117847,8.372106552124023,0.41604781948322356,20.5910109128488,19.5974430215057,17.745876322365106,,,,top_30,,,,trial_0,iter057_run002,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter057_run002__4126efb9d220_dinov2_vitb14_reg.npy
run_85,run_85 workspace_scene_object_r02 ,selected,64,12.19644832611084,0.22548752151360996,7.459374904632568,0.4179763871733923,20.948834018520998,20.44800696169989,18.29868371557298,,,,workspace_scene_object_r02,,,,trial_74,iter011_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_scene_object_r02/trial_74/cache/iter011_run003__9d70e34cee2f_dinov2_vitb14_reg.npy
run_41,run_41 top_30 ,selected,128,12.28031063079834,0.22736684629134052,8.425301551818848,0.413529555522508,21.030950643114018,21.13695456058533,17.53804519054423,,,,top_30,,,,trial_0,iter052_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter052_run003__071a80790526_dinov2_vitb14_reg.npy
run_47,run_47 workspace_camera_color_r01 ,selected,64,12.290552139282227,0.22500767699622415,9.018733024597168,0.4131013523069925,21.92430936215505,21.723003748380002,18.37470059088273,,,,workspace_camera_color_r01,,,,trial_112,iter024_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_camera_color_r01/trial_112/cache/iter024_run003__d7d8a975a1cc_dinov2_vitb14_reg.npy
run_30,run_30 top_30 ,selected,128,12.291454315185547,0.227282771298569,8.630318641662598,0.4197063310490764,20.59867907589813,19.272831477937547,17.631492239262744,,,,top_30,,,,trial_0,iter047_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter047_run000__37b97155d229_dinov2_vitb14_reg.npy
run_81,run_81 workspace_noise_r02 ,selected,64,12.321572303771973,0.23003615328832883,8.24513053894043,0.41804455522934303,21.764333392438104,20.712171227705046,18.03910945595852,,,,workspace_noise_r02,,,,trial_71,iter011_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_r02/trial_71/cache/iter011_run000__4ba065e0749e_dinov2_vitb14_reg.npy
run_86,run_86 workspace_scene_object_r02 ,selected,64,12.392050743103027,0.2318655207338466,8.768325805664062,0.4115768114718957,21.061545223473825,22.08680559788131,17.680193460336167,,,,workspace_scene_object_r02,,,,trial_88,iter015_run001,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_scene_object_r02/trial_88/cache/iter015_run001__2d2324a6ddbd_dinov2_vitb14_reg.npy
run_54,run_54 workspace_camera_color_r01 ,selected,64,12.421656608581543,0.235027049467329,8.187365531921387,0.4166676044870494,21.515836708076293,20.805505708812223,17.69106575616731,,,,workspace_camera_color_r01,,,,trial_97,iter021_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_camera_color_r01/trial_97/cache/iter021_run000__b161fafaf94c_dinov2_vitb14_reg.npy
run_65,run_65 workspace_noise_materials_objects_r01 ,selected,64,12.470136642456055,0.2355850122943679,9.600006103515625,0.41636294891907455,21.32468220474969,21.314863039417055,17.824311725013793,,,,workspace_noise_materials_objects_r01,,,,trial_37,iter003_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_noise_materials_objects_r01/trial_37/cache/iter003_run003__f088ea8d93d9_dinov2_vitb14_reg.npy
run_48,run_48 workspace_camera_color_r01 ,selected,64,12.522187232971191,0.23761206138034585,8.940045356750488,0.41634761576171336,21.880938240298185,22.01690924723866,18.075319437283895,,,,workspace_camera_color_r01,,,,trial_15,iter000_run002,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_camera_color_r01/trial_15/cache/iter000_run002__535c8cea2046_dinov2_vitb14_reg.npy
run_58,run_58 workspace_camera_color_r02 ,selected,64,12.538124084472656,0.234051741505935,9.831450462341309,0.41579511624216836,22.087324464449548,24.337424130417624,17.742679338333797,,,,workspace_camera_color_r02,,,,trial_139,iter028_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_camera_color_r02/trial_139/cache/iter028_run000__3e683028a281_dinov2_vitb14_reg.npy
run_35,run_35 top_30 ,selected,128,12.582684516906738,0.23705555904419695,9.17387866973877,0.42390419710229704,21.990674663098098,23.39969620135892,17.689175868519317,,,,top_30,,,,trial_0,iter049_run001,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter049_run001__32a838392281_dinov2_vitb14_reg.npy
base:exp03_shelves_medium_clutter,exp03_shelves_medium_clutter,base,128,12.636013984680176,0.24400618025266563,8.630605697631836,0.42667455142557414,21.609585872521418,21.143778030182,17.947919616829445,,,,,,,,,,,/Users/orram/Tensorleap/data/warehouse/base_v2_final/exp03_shelves_medium_clutter
run_49,run_49 workspace_camera_color_r01 ,selected,64,12.63618278503418,0.23794053645112978,9.609382629394531,0.4182702663088621,22.178123459773843,24.33671584171931,18.089290635259164,,,,workspace_camera_color_r01,,,,trial_21,iter002_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/workspace_camera_color_r01/trial_21/cache/iter002_run000__99e15e418ba7_dinov2_vitb14_reg.npy
run_34,run_34 top_30 ,selected,128,12.648036003112793,0.24301475823258956,8.834662437438965,0.42611144125647477,21.603973568858834,19.642981931511656,18.246887248727855,,,,top_30,,,,trial_0,iter049_run000,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter049_run000__f47ff07c2b78_dinov2_vitb14_reg.npy
run_29,run_29 top_30 ,selected,128,12.686230659484863,0.24659974535781704,8.879871368408203,0.42513190306041965,21.005648628039154,19.760616428702743,17.593010761395185,,,,top_30,,,,trial_0,iter033_run003,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter033_run003__bf7837b3bdbd_dinov2_vitb14_reg.npy
run_36,run_36 top_30 ,selected,128,12.898662567138672,0.2561254308731342,8.765510559082031,0.4337230410358729,22.166125225200716,21.228120636242295,18.32876823952993,,,,top_30,,,,trial_0,iter049_run002,,/Users/orram/Tensorleap/data/warehouse/top-runs-may-ok/top_30/trial_0/cache/iter049_run002__d7b333746218_dinov2_vitb14_reg.npy
