distribution_id,simulation_type,n_samples,metadata.synth_metadata_mean_std_synth_camera_position_mean_x,metadata.synth_metadata_mean_std_synth_camera_position_mean_y,metadata.synth_metadata_mean_std_synth_camera_position_std_x,metadata.synth_metadata_mean_std_synth_camera_position_std_y,metadata.synth_metadata_mean_std_synth_camera_roll_mean,metadata.synth_metadata_mean_std_synth_camera_roll_std,metadata.synth_metadata_mean_std_synth_camera_tilt_mean,metadata.synth_metadata_mean_std_synth_camera_tilt_std,metadata.synth_metadata_mean_std_synth_camera_type,metadata.synth_metadata_mean_std_synth_camera_yaw_mean,metadata.synth_metadata_mean_std_synth_camera_yaw_std,metadata.synth_metadata_mean_std_synth_clutter_level,metadata.synth_metadata_mean_std_synth_dataset_noise_enabled,metadata.synth_metadata_mean_std_synth_dataset_noise_jpeg_quality_mean,metadata.synth_metadata_mean_std_synth_dataset_noise_jpeg_quality_std,metadata.synth_metadata_mean_std_synth_dataset_noise_mode,metadata.synth_metadata_mean_std_synth_dataset_noise_seed,metadata.synth_metadata_mean_std_synth_dataset_noise_shot_scale_mean,metadata.synth_metadata_mean_std_synth_dataset_noise_shot_scale_std,metadata.synth_metadata_mean_std_synth_dataset_noise_sigma_mean,metadata.synth_metadata_mean_std_synth_dataset_noise_sigma_std,metadata.synth_metadata_mean_std_synth_dist_BarelPlastic_diversity,metadata.synth_metadata_mean_std_synth_dist_BarelPlastic_instances,metadata.synth_metadata_mean_std_synth_dist_BarelPlastic_occurrence,metadata.synth_metadata_mean_std_synth_dist_BottlePlastic_diversity,metadata.synth_metadata_mean_std_synth_dist_BottlePlastic_instances,metadata.synth_metadata_mean_std_synth_dist_BottlePlastic_occurrence,metadata.synth_metadata_mean_std_synth_dist_Bucket_diversity,metadata.synth_metadata_mean_std_synth_dist_Bucket_instances,metadata.synth_metadata_mean_std_synth_dist_Bucket_occurrence,metadata.synth_metadata_mean_std_synth_dist_CardBox_diversity,metadata.synth_metadata_mean_std_synth_dist_CardBox_instances,metadata.synth_metadata_mean_std_synth_dist_CardBox_occurrence,metadata.synth_metadata_mean_std_synth_dist_CratePlastic_diversity,metadata.synth_metadata_mean_std_synth_dist_CratePlastic_instances,metadata.synth_metadata_mean_std_synth_dist_CratePlastic_occurrence,metadata.synth_metadata_mean_std_synth_dist_PushCart_diversity,metadata.synth_metadata_mean_std_synth_dist_PushCart_instances,metadata.synth_metadata_mean_std_synth_dist_PushCart_occurrence,metadata.synth_metadata_mean_std_synth_dist_RackPile_diversity,metadata.synth_metadata_mean_std_synth_dist_RackPile_instances,metadata.synth_metadata_mean_std_synth_dist_RackPile_occurrence,metadata.synth_metadata_mean_std_synth_dist_TrafficSigns_diversity,metadata.synth_metadata_mean_std_synth_dist_TrafficSigns_instances,metadata.synth_metadata_mean_std_synth_dist_TrafficSigns_occurrence,metadata.synth_metadata_mean_std_synth_distractor_scale_mean,metadata.synth_metadata_mean_std_synth_distractor_scale_std,metadata.synth_metadata_mean_std_synth_distractors,metadata.synth_metadata_mean_std_synth_env_name,metadata.synth_metadata_mean_std_synth_focal_length_std,metadata.synth_metadata_mean_std_synth_fov_mean,metadata.synth_metadata_mean_std_synth_fov_std,metadata.synth_metadata_mean_std_synth_image_augmentation_enabled,metadata.synth_metadata_mean_std_synth_image_brightness_gain_mean,metadata.synth_metadata_mean_std_synth_image_brightness_gain_std,metadata.synth_metadata_mean_std_synth_image_contrast_gain_mean,metadata.synth_metadata_mean_std_synth_image_contrast_gain_std,metadata.synth_metadata_mean_std_synth_image_gamma_mean,metadata.synth_metadata_mean_std_synth_image_gamma_std,metadata.synth_metadata_mean_std_synth_jpeg_quality_mean,metadata.synth_metadata_mean_std_synth_jpeg_quality_std,metadata.synth_metadata_mean_std_synth_image_color_gain_mean_b,metadata.synth_metadata_mean_std_synth_lighting_color_mean_b,metadata.synth_metadata_mean_std_synth_lighting_color_mean_g,metadata.synth_metadata_mean_std_synth_lighting_color_mean_r,metadata.synth_metadata_mean_std_synth_lighting_color_std_b,metadata.synth_metadata_mean_std_synth_lighting_color_std_g,metadata.synth_metadata_mean_std_synth_lighting_intensity_mean,metadata.synth_metadata_mean_std_synth_lighting_intensity_std,metadata.synth_metadata_mean_std_synth_materials_roughness_mean,metadata.synth_metadata_mean_std_synth_materials_roughness_std,metadata.synth_metadata_mean_std_synth_materials_emissive_intensity_mean,metadata.synth_metadata_mean_std_synth_materials_emissive_intensity_std,metadata.synth_metadata_mean_std_synth_palletjack_color_randomized,metadata.synth_metadata_mean_std_synth_lighting_color_std_r,metadata.synth_metadata_mean_std_synth_texture_1,metadata.synth_metadata_mean_std_synth_texture_3,metadata.synth_metadata_mean_std_synth_texture_2
dist_60,simulation_1,128,-1,2,3.8211153032999454,6.385366092247287,0,4,-14,3.3578419878493073,fisheyePolynomial,180,96.86963399628414,4.7305773106681634,0,22,8,shot_jpeg,-1,20,0,2.7728975590568568,1.3437854871974568,2,14,5,2,79,3,1,1,2,3,131,6,5,51,4,1,5,3,1,4,1,2,2,2,1.25,0.14430689305602729,warehouse,warehouse_multiple_shelves,0,63,4.815964034019047,0,1,0,1,0,1,0,97.5,1.443385088189417,1,0.5,0.5,0.5,0.28868977002670676,0.2886817129073933,150468,260412,0.39321652121411177,0.17100870690940045,147,273.7948915319909,1,0.28869410351697505,nv_concrete_aged_with_lines.jpg,nv_asphalt_yellow_weathered.jpg,nv_tile_hexagonal_green_white.jpg
dist_61,simulation_1,128,-1,2,6.010091347439456,9.041564601501896,0,6,-9,3.990220047277533,fisheyePolynomial,180,54.78319986474695,1.9156926412474873,1,18,4,jpeg,-1,41,1,8.628550862210947,0.59424343124635,4,61,4,5,89,3,1,1,2,3,108,1,3,76,3,2,2,1,3,20,3,2,10,2,1.25,0.14430936165429295,warehouse,warehouse,0,82,5.526817278580188,0,1,0,1,0,1,0,97.5,1.4433781504128946,1,0.5,0.5,0.5,0.2886979468491618,0.28867843123767795,210794,281453,0.2647965297289665,0.193081184904762,437,211.3751218746389,1,0.28869517757901714,nv_plastic_blue.jpg,nv_asphalt_yellow_weathered.jpg,nv_tile_hexagonal_green_white.jpg
dist_62,simulation_1,128,-1,2,2.1907777612759856,2.984844420410592,0,7,-15,4.3486006291725685,fisheyePolynomial,180,66.25167277565703,3.953615824194818,0,29,10,shot_jpeg,-1,90,2,11.268812382154755,1.5975664715473308,5,45,5,3,59,5,1,9,2,6,139,3,3,93,2,1,6,1,1,10,1,2,2,2,1.25,0.14433753031632046,warehouse,warehouse_multiple_shelves,0,109,8.504415100908865,0,1,0,1,0,1,0,97.5,1.4433780981329045,1,0.5,0.5,0.5,0.2886854514560367,0.2886969918090118,209776,293756,0.41469399468830515,0.11485580891577146,496,66.87786091913806,1,0.2886985824095756,nv_marble.jpg,nv_asphalt_yellow_weathered.jpg,nv_asphalt_yellow_weathered.jpg
dist_63,simulation_1,128,-1,2,2.234623135039722,9.154485417614037,0,10,-4,4.857096448349268,pinhole,180,23.263742191583965,2.0422660653534934,0,22,8,shot_jpeg,-1,88,1,5.767038927919776,1.1848155693190352,5,45,4,4,33,6,1,8,2,5,154,6,4,105,4,2,10,3,1,36,4,2,2,2,1.25,0.14433137823215036,warehouse,warehouse_multiple_shelves,0,99,8.824939245704194,0,1,0,1,0,1,0,97.5,1.443388165054586,1,0.5,0.5,0.5,0.2886751698775998,0.28868218734841744,149132,589183,0.42113474308491927,0.13421451360610684,317,155.88035529308624,1,0.28869450957436954,nv_concrete_aged_with_lines.jpg,nv_concrete_aged_with_lines.jpg,nv_gravel_grey_leaves.jpg
dist_64,simulation_1,128,-1,2,5.374996352732101,7.593044892412746,0,4,-16,5.982747000946267,fisheyePolynomial,180,30.54426301320857,3.974047743749647,1,21,3,shot_jpeg,-1,53,3,5.036727803113468,1.277051895328171,3,36,5,3,108,3,1,3,2,2,118,3,5,60,5,1,14,3,3,34,4,2,13,2,1.25,0.14430498591718213,warehouse,full_warehouse,0,74,3.8211573227367612,0,1,0,1,0,1,0,97.5,1.4433789595997364,1,0.5,0.5,0.5,0.28869215218055205,0.2886857696368045,72097,307667,0.2224731315306018,0.2014428874856134,134,230.23548533847224,1,0.28868277054081964,nv_stone_painted_grey.jpg,nv_gravel_grey_leaves.jpg,nv_tile_hexagonal_green_white.jpg
dist_65,simulation_1,128,-1,2,2.2503072154886636,6.713310488030361,0,7,-5,1.2009014654688606,pinhole,180,75.46087370664549,3.5323786324345057,0,34,3,shot,-1,46,3,0.9613781566161017,1.7896333121210553,4,103,3,4,64,5,1,1,2,2,46,1,5,29,5,1,3,3,2,20,3,2,15,2,1.25,0.14430867969379418,warehouse,warehouse,0,89,3.5053888628542307,0,1,0,1,0,1,0,97.5,1.4433766832119757,1,0.5,0.5,0.5,0.28868145334552114,0.2886865776974173,195631,443122,0.45994729204053936,0.16878982488052224,173,107.1096669913206,1,0.28869970554065627,nv_wood_siding_weathered_green.jpg,,nv_tile_square_green.jpg
dist_66,simulation_1,128,-1,2,4.122605045823137,5.130173668546487,0,6,-19,2.3464892199105645,pinhole,180,77.38998313142275,1.6259503211234745,1,20,10,gaussian_jpeg,-1,45,3,5.170650283941671,0.4974285451752598,4,89,2,2,6,5,1,7,2,4,153,5,4,109,2,1,5,1,2,38,1,2,4,2,1.25,0.14431718152049366,warehouse,warehouse,0,49,9.90641086071193,0,1,0,1,0,1,0,97.5,1.4433991854163026,1,0.5,0.5,0.5,0.28867513372433196,0.288698809447526,153237,524053,0.3591589565177741,0.1875920056588976,244,192.50713316209922,1,0.288678502065025,nv_brick_reclaimed.jpg,nv_asphalt_yellow_weathered.jpg,nv_brick_reclaimed.jpg
dist_67,simulation_1,128,-1,2,4.823442000712481,9.995544315912976,0,0,-1,2.441447764337224,pinhole,180,68.86654479373344,3.6922460462566327,1,25,5,gaussian,-1,85,0,6.533869175530194,0.011517320996243141,3,47,3,4,48,4,1,3,2,3,42,1,4,84,4,1,6,3,2,20,1,2,8,2,1.25,0.14431444553774453,warehouse,warehouse_with_forklifts,0,95,8.690900171012654,0,1,0,1,0,1,0,97.5,1.4433932376934764,1,0.5,0.5,0.5,0.2886989022606881,0.28867546609451966,71219,29348,0.42661615872321834,0.2673965337835897,121,267.6118273569799,1,0.2886765171390907,nv_tile_hexagonal_various.jpg,,nv_wooden_wall.jpg
dist_68,simulation_1,128,-1,2,4.702441749157062,9.630665405405132,0,6,-4,5.305238780090447,pinhole,180,73.04319394084422,2.0551423490335234,1,34,5,shot_jpeg,-1,73,0,7.486311896118876,0.9035353574744582,4,22,4,5,27,2,1,1,2,5,110,4,2,50,4,1,15,1,3,17,2,2,15,2,1.25,0.14432631004133636,warehouse,warehouse,0,81,4.919124665918641,0,1,0,1,0,1,0,97.5,1.4433778575316114,1,0.5,0.5,0.5,0.28867715201590693,0.28869736868571766,70495,210938,0.2793297457861442,0.15407885658861722,34,149.83965800650446,1,0.28867670079889457,nv_asphalt_yellow_weathered.jpg,nv_granite_tile.jpg,nv_asphalt_yellow_weathered.jpg
dist_69,simulation_1,128,-1,2,2.7497462193392774,5.43480101743644,0,1,-1,5.562005807545772,fisheyePolynomial,180,64.491007840844,3.1179284400137988,0,31,4,jpeg,-1,39,1,1.0517129611660625,1.8739156460621256,4,39,3,3,73,4,1,10,2,4,179,6,2,117,2,2,6,3,3,33,4,2,7,2,1.25,0.1443030736471978,warehouse,warehouse_multiple_shelves,0,111,7.4868045414173245,0,1,0,1,0,1,0,97.5,1.443395750650627,1,0.5,0.5,0.5,0.28867832387091014,0.28869656414242467,205711,305061,0.412188536613398,0.23959669258723998,87,145.07833267374195,1,0.2886849784338564,nv_wood_siding_weathered_green.jpg,nv_granite_tile.jpg,nv_concrete_aged_with_lines.jpg
