distribution_id,simulation_type,n_samples,metadata.synth_metadata_mean_std_synth_camera_position_mean_x,metadata.synth_metadata_mean_std_synth_camera_position_mean_y,metadata.synth_metadata_mean_std_synth_camera_position_std_x,metadata.synth_metadata_mean_std_synth_camera_position_std_y,metadata.synth_metadata_mean_std_synth_camera_roll_mean,metadata.synth_metadata_mean_std_synth_camera_roll_std,metadata.synth_metadata_mean_std_synth_camera_tilt_mean,metadata.synth_metadata_mean_std_synth_camera_tilt_std,metadata.synth_metadata_mean_std_synth_camera_type,metadata.synth_metadata_mean_std_synth_camera_yaw_mean,metadata.synth_metadata_mean_std_synth_camera_yaw_std,metadata.synth_metadata_mean_std_synth_clutter_level,metadata.synth_metadata_mean_std_synth_dataset_noise_enabled,metadata.synth_metadata_mean_std_synth_dataset_noise_jpeg_quality_mean,metadata.synth_metadata_mean_std_synth_dataset_noise_jpeg_quality_std,metadata.synth_metadata_mean_std_synth_dataset_noise_mode,metadata.synth_metadata_mean_std_synth_dataset_noise_seed,metadata.synth_metadata_mean_std_synth_dataset_noise_shot_scale_mean,metadata.synth_metadata_mean_std_synth_dataset_noise_shot_scale_std,metadata.synth_metadata_mean_std_synth_dataset_noise_sigma_mean,metadata.synth_metadata_mean_std_synth_dataset_noise_sigma_std,metadata.synth_metadata_mean_std_synth_dist_BarelPlastic_diversity,metadata.synth_metadata_mean_std_synth_dist_BarelPlastic_instances,metadata.synth_metadata_mean_std_synth_dist_BarelPlastic_occurrence,metadata.synth_metadata_mean_std_synth_dist_BottlePlastic_diversity,metadata.synth_metadata_mean_std_synth_dist_BottlePlastic_instances,metadata.synth_metadata_mean_std_synth_dist_BottlePlastic_occurrence,metadata.synth_metadata_mean_std_synth_dist_Bucket_diversity,metadata.synth_metadata_mean_std_synth_dist_Bucket_instances,metadata.synth_metadata_mean_std_synth_dist_Bucket_occurrence,metadata.synth_metadata_mean_std_synth_dist_CardBox_diversity,metadata.synth_metadata_mean_std_synth_dist_CardBox_instances,metadata.synth_metadata_mean_std_synth_dist_CardBox_occurrence,metadata.synth_metadata_mean_std_synth_dist_CratePlastic_diversity,metadata.synth_metadata_mean_std_synth_dist_CratePlastic_instances,metadata.synth_metadata_mean_std_synth_dist_CratePlastic_occurrence,metadata.synth_metadata_mean_std_synth_dist_PushCart_diversity,metadata.synth_metadata_mean_std_synth_dist_PushCart_instances,metadata.synth_metadata_mean_std_synth_dist_PushCart_occurrence,metadata.synth_metadata_mean_std_synth_dist_RackPile_diversity,metadata.synth_metadata_mean_std_synth_dist_RackPile_instances,metadata.synth_metadata_mean_std_synth_dist_RackPile_occurrence,metadata.synth_metadata_mean_std_synth_dist_TrafficSigns_diversity,metadata.synth_metadata_mean_std_synth_dist_TrafficSigns_instances,metadata.synth_metadata_mean_std_synth_dist_TrafficSigns_occurrence,metadata.synth_metadata_mean_std_synth_distractor_scale_mean,metadata.synth_metadata_mean_std_synth_distractor_scale_std,metadata.synth_metadata_mean_std_synth_distractors,metadata.synth_metadata_mean_std_synth_env_name,metadata.synth_metadata_mean_std_synth_focal_length_std,metadata.synth_metadata_mean_std_synth_fov_mean,metadata.synth_metadata_mean_std_synth_fov_std,metadata.synth_metadata_mean_std_synth_image_augmentation_enabled,metadata.synth_metadata_mean_std_synth_image_brightness_gain_mean,metadata.synth_metadata_mean_std_synth_image_brightness_gain_std,metadata.synth_metadata_mean_std_synth_image_contrast_gain_mean,metadata.synth_metadata_mean_std_synth_image_contrast_gain_std,metadata.synth_metadata_mean_std_synth_image_gamma_mean,metadata.synth_metadata_mean_std_synth_image_gamma_std,metadata.synth_metadata_mean_std_synth_jpeg_quality_mean,metadata.synth_metadata_mean_std_synth_jpeg_quality_std,metadata.synth_metadata_mean_std_synth_image_color_gain_mean_b,metadata.synth_metadata_mean_std_synth_lighting_color_mean_b,metadata.synth_metadata_mean_std_synth_lighting_color_mean_g,metadata.synth_metadata_mean_std_synth_lighting_color_mean_r,metadata.synth_metadata_mean_std_synth_lighting_color_std_b,metadata.synth_metadata_mean_std_synth_lighting_color_std_g,metadata.synth_metadata_mean_std_synth_lighting_intensity_mean,metadata.synth_metadata_mean_std_synth_lighting_intensity_std,metadata.synth_metadata_mean_std_synth_materials_roughness_mean,metadata.synth_metadata_mean_std_synth_materials_roughness_std,metadata.synth_metadata_mean_std_synth_materials_emissive_intensity_mean,metadata.synth_metadata_mean_std_synth_materials_emissive_intensity_std,metadata.synth_metadata_mean_std_synth_palletjack_color_randomized,metadata.synth_metadata_mean_std_synth_lighting_color_std_r,metadata.synth_metadata_mean_std_synth_texture_1,metadata.synth_metadata_mean_std_synth_texture_3,metadata.synth_metadata_mean_std_synth_texture_2
dist_44,simulation_1,128,-1,2,1.615769515426094,7.108879000973577,0,3,-5,0.557943838938793,pinhole,180,76.02092496099661,0.32426797241484173,1,28,7,gaussian_jpeg,-1,59,0,0.7026111509277504,0.6684766373921216,5,89,5,4,54,2,1,4,2,4,17,2,4,93,5,2,10,2,2,32,1,2,9,2,1.25,0.144337996840477,warehouse,warehouse,0,51,5.535648091566019,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,96884,40063,0.2084671205584978,0.2535543887749917,136,149.55646057233247,1,0.2886750102043152,nv_brick_red_stacked.jpg,nv_granite_tile.jpg,nv_concrete_aged_with_lines.jpg
dist_45,simulation_1,128,-1,2,2.8101961334062233,9.287534820900138,0,2,-17,4.556389574507782,fisheyePolynomial,180,21.209784968616596,2.4378559683669216,0,19,10,gaussian_jpeg,-1,19,2,11.560733210562605,1.1203363669236839,5,8,3,3,88,6,1,3,2,5,37,4,3,122,4,1,2,1,1,11,4,2,12,2,1.25,0.144337996840477,warehouse,warehouse_multiple_shelves,0,43,7.954845680608381,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,135555,71992,0.36040523161278903,0.1811440017414214,83,272.99954534322507,1,0.2886750102043152,nv_tile_hexagonal_various.jpg,,nv_granite_tile.jpg
dist_46,simulation_1,128,-1,2,1.9195025194636703,5.925878514897217,0,10,-11,2.986875048205741,fisheyePolynomial,180,93.09980025702141,1.9021000375378116,1,35,4,shot,-1,84,1,10.981080820884518,1.06605773449228,2,88,5,3,104,6,1,3,2,6,27,2,2,112,4,1,7,2,1,36,4,2,11,2,1.25,0.144337996840477,warehouse,warehouse_multiple_shelves,0,85,4.161684267070495,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,198157,270806,0.2567816964545797,0.08263087259399729,280,152.24715995307577,1,0.2886750102043152,nv_brick_red_stacked.jpg,nv_tile_square_green.jpg,nv_gravel_grey_leaves.jpg
dist_47,simulation_1,128,-1,2,4.64254998968208,5.078049655995711,0,9,-12,5.874629628090927,pinhole,180,79.23686839716623,1.625520077158495,1,19,4,jpeg,-1,75,2,3.6637281203607754,0.42528875274219224,2,39,4,5,105,5,1,8,2,5,48,6,4,71,2,1,7,3,2,16,4,2,4,2,1.25,0.144337996840477,warehouse,warehouse_with_forklifts,0,59,9.008391737593847,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,89060,548693,0.46388667598005134,0.2479639295220558,9,277.9394149884898,1,0.2886750102043152,nv_wooden_wall.jpg,nv_granite_tile.jpg,nv_tile_hexagonal_green_white.jpg
dist_48,simulation_1,128,-1,2,1.7698843299750227,6.8293319864211615,0,10,-4,3.1286741342615367,fisheyePolynomial,180,71.902958276835,0.5746649852978342,0,34,8,gaussian,-1,44,1,9.286555868761877,1.2038468620302631,5,56,4,4,72,5,1,3,2,4,20,3,3,82,5,2,12,2,2,3,2,2,8,2,1.25,0.144337996840477,warehouse,warehouse,0,110,5.319429049721355,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,124178,137756,0.4137730333175505,0.1385715715757373,103,149.12167603355252,1,0.2886750102043152,nv_marble.jpg,nv_asphalt_yellow_weathered.jpg,nv_brick_reclaimed.jpg
dist_49,simulation_1,128,-1,2,5.0987599647055895,7.020079664482421,0,3,-4,5.730363068909933,pinhole,180,75.45813016742366,0.2556769072105036,0,19,7,jpeg,-1,28,1,9.014136573701018,0.14201532906651093,2,45,5,4,82,3,1,6,2,2,115,6,4,110,4,1,14,1,2,6,1,2,10,2,1.25,0.144337996840477,warehouse,warehouse_multiple_shelves,0,47,6.9104967751529776,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,98486,444275,0.4283020858193529,0.2564564987996513,346,124.11041411969512,1,0.2886750102043152,nv_stone_painted_grey.jpg,nv_gravel_grey_leaves.jpg,nv_brick_reclaimed.jpg
dist_50,simulation_1,128,-1,2,1.951388277485603,5.5131796575059395,0,3,-8,3.634675496716142,pinhole,180,108.86341678478122,2.2700081059805743,1,20,6,shot,-1,20,1,1.9202992375583285,0.046704192656371823,5,58,3,5,15,6,1,4,2,6,109,5,5,37,5,1,6,2,2,7,3,2,12,2,1.25,0.144337996840477,warehouse,full_warehouse,0,57,4.362366856934104,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,45664,221907,0.294586697642209,0.28166715779724977,279,100.25024799318095,1,0.2886750102043152,nv_plastic_blue.jpg,nv_tile_square_green.jpg,nv_marble.jpg
dist_51,simulation_1,128,-1,2,5.8977438499195145,9.574719918409585,0,1,-12,5.885924268976111,fisheyePolynomial,180,70.92949460247539,1.8766495395980094,0,21,9,gaussian_jpeg,-1,99,1,9.930227065275638,1.5290555893094353,4,120,2,2,103,4,1,9,2,6,13,6,3,65,4,2,1,2,3,29,3,2,4,2,1.25,0.144337996840477,warehouse,warehouse_multiple_shelves,0,53,9.702136133266674,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,36639,598747,0.43688746363157466,0.25288083920978555,147,4.132464790129521,1,0.2886750102043152,nv_stone_painted_grey.jpg,,nv_tile_square_green.jpg
dist_52,simulation_1,128,-1,2,5.064723745590424,2.7817177777037063,0,0,-14,1.7717429642876596,fisheyePolynomial,180,91.33086061320404,4.64614026815927,0,34,5,shot_jpeg,-1,47,2,1.4750481415846508,1.7773181605307973,4,57,4,4,10,5,1,3,2,5,149,5,4,66,2,2,5,2,1,6,3,2,3,2,1.25,0.144337996840477,warehouse,warehouse,0,41,4.933186904746297,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,165791,61046,0.49376848280910396,0.08079712061845074,123,213.88058241844735,1,0.2886750102043152,nv_asphalt_yellow_weathered.jpg,,nv_concrete_aged_with_lines.jpg
dist_53,simulation_1,128,-1,2,2.116288140358959,8.341861382228409,0,7,-21,2.16030279540587,pinhole,180,56.10926792187194,2.28849802579647,0,24,5,gaussian_jpeg,-1,35,2,5.6673816499557805,1.7603134758429702,2,86,4,3,18,5,1,8,2,3,117,3,4,26,5,1,6,1,1,21,2,2,17,2,1.25,0.144337996840477,warehouse,full_warehouse,0,47,5.895498724430447,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,126180,257467,0.38582819517141786,0.20418910760989328,4,133.97273530531754,1,0.2886750102043152,nv_wood_siding_weathered_green.jpg,,nv_wooden_wall.jpg
dist_54,simulation_1,128,-1,2,5.43767223033222,8.330858560084415,0,5,-14,1.8174943729991557,fisheyePolynomial,180,38.42734532291234,2.420385348551008,1,26,3,shot_jpeg,-1,97,0,4.388168979136456,0.45076253601353167,2,19,4,5,70,2,1,9,2,5,71,5,3,44,5,1,8,3,3,3,1,2,2,2,1.25,0.144337996840477,warehouse,warehouse_with_forklifts,0,77,4.693253058790225,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,127612,415782,0.22668372995261155,0.13732382011135252,404,132.69382099163778,1,0.2886750102043152,nv_stone_painted_grey.jpg,nv_tile_square_green.jpg,nv_granite_tile.jpg
dist_55,simulation_1,128,-1,2,6.048704091715999,9.572132110802713,0,10,-11,5.863847447949022,pinhole,180,60.30551011445715,3.59165587686002,0,29,8,shot,-1,18,1,11.114328821181385,0.45735355920721754,4,29,3,5,88,2,1,5,2,2,88,4,2,37,3,2,15,1,3,15,2,2,16,2,1.25,0.144337996840477,warehouse,full_warehouse,0,97,4.757009682836102,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,139354,231182,0.42982088464872814,0.13016524424288622,95,265.0727972492239,1,0.2886750102043152,nv_stone_painted_grey.jpg,nv_granite_tile.jpg,nv_marble.jpg
dist_56,simulation_1,128,-1,2,5.789647991394031,3.973776225621643,0,0,-21,5.644707123018647,pinhole,180,92.03346519575226,4.17912963955258,0,30,9,shot,-1,53,0,1.5344016146690107,1.5310935010317217,2,53,4,2,117,3,1,4,2,3,43,1,4,121,2,2,12,3,2,13,2,2,15,2,1.25,0.144337996840477,warehouse,warehouse_with_forklifts,0,98,9.89400881933733,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,174536,251087,0.4067232501590692,0.2179371556441036,39,157.1827361062593,1,0.2886750102043152,nv_wooden_wall.jpg,nv_tile_square_green.jpg,nv_brick_reclaimed.jpg
dist_57,simulation_1,128,-1,2,3.2921755816082143,4.950639515811929,0,10,-4,4.207019169541558,pinhole,180,104.97361337530931,2.4812937644118076,0,20,9,shot_jpeg,-1,76,3,5.251935937778441,0.4699468099919055,4,103,4,5,8,4,1,8,2,6,34,5,4,51,2,2,3,1,1,35,3,2,17,2,1.25,0.144337996840477,warehouse,warehouse_with_forklifts,0,105,3.0850974003417075,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,159694,54805,0.3921005406644857,0.14002176139447264,153,101.89034553272707,1,0.2886750102043152,nv_brick_reclaimed.jpg,nv_concrete_aged_with_lines.jpg,nv_wooden_wall.jpg
dist_58,simulation_1,128,-1,2,6.356315073206872,3.2611067204906954,0,4,-6,4.2273265681646714,pinhole,180,52.77317596252271,1.3213813157931964,0,26,5,shot,-1,24,3,3.5674894836880036,0.18413397216495087,4,79,4,3,3,6,1,3,2,5,128,4,3,35,4,2,15,1,1,38,3,2,18,2,1.25,0.144337996840477,warehouse,warehouse_multiple_shelves,0,68,3.1077642418391593,0,1,0,1,0,1,0,97.5,1.4433759450912476,1,0.5,0.5,0.5,0.2886750102043152,0.2886750102043152,142841,170533,0.3575889931558305,0.279823228018223,199,242.42984669592462,1,0.2886750102043152,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,nv_tile_square_green.jpg
