image_id,image_path,width,height,num_gt,gt_pallet_truck,gt_forklift,gt_pallet,real_tp,real_fp,real_fn,real_precision,real_recall,real_f1,real_mean_iou,real_num_preds,real_max_score,base_synth_tp,base_synth_fp,base_synth_fn,base_synth_precision,base_synth_recall,base_synth_f1,base_synth_mean_iou,base_synth_num_preds,base_synth_max_score,opt0_tp,opt0_fp,opt0_fn,opt0_precision,opt0_recall,opt0_f1,opt0_mean_iou,opt0_num_preds,opt0_max_score,opt0_beats_real,opt0_beats_base_synth,opt0_beats_both,opt0_f1_gain_vs_real,opt0_f1_gain_vs_base_synth,opt0_f1_gain_min
18345,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_8/RealSense/color/0/1576592741574,07.jpg",1920,1080,39,3,1,35,15,10,24,0.6,0.3846,0.4688,0.6975,25,0.8641,13,12,26,0.52,0.3333,0.4063,0.7233,25,0.8922,14,18,25,0.4375,0.359,0.3944,0.669,32,0.8593,False,False,False,-0.0744,-0.0119,-0.0744
18346,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_8/RealSense/color/0/1576592745383,8.jpg",1920,1080,33,0,1,32,16,10,17,0.6154,0.4848,0.5424,0.7119,26,0.8213,12,11,21,0.5217,0.3636,0.4286,0.7296,23,0.8599,13,14,20,0.4815,0.3939,0.4333,0.7155,27,0.8355,False,True,False,-0.1091,0.0047,-0.1091
18347,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_8/RealSense/color/0/1576592746374,78.jpg",1920,1080,32,3,1,28,10,16,22,0.3846,0.3125,0.3448,0.7495,26,0.8628,10,14,22,0.4167,0.3125,0.3571,0.7638,24,0.8935,11,13,21,0.4583,0.3438,0.3929,0.749,24,0.8736,True,True,True,0.0481,0.0358,0.0358
18348,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_8/RealSense/color/0/1576592752171,47.jpg",1920,1080,31,3,1,27,11,9,20,0.55,0.3548,0.4314,0.7164,20,0.8033,7,7,24,0.5,0.2258,0.3111,0.7317,14,0.8735,7,10,24,0.4118,0.2258,0.2917,0.7248,17,0.8597,False,False,False,-0.1397,-0.0194,-0.1397
18349,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_8/RealSense/color/0/1576592758133,58.jpg",1920,1080,24,3,1,20,8,0,16,1.0,0.3333,0.5,0.6862,8,0.8281,4,9,20,0.3077,0.1667,0.2162,0.6679,13,0.8716,4,5,20,0.4444,0.1667,0.2424,0.6836,9,0.8517,False,True,False,-0.2576,0.0262,-0.2576
18350,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_8/RealSense/color/0/1576592762104,81.jpg",1920,1080,26,2,1,23,17,12,9,0.5862,0.6538,0.6182,0.6682,29,0.7752,12,7,14,0.6316,0.4615,0.5333,0.7189,19,0.8242,12,8,14,0.6,0.4615,0.5217,0.6579,20,0.8003,False,False,False,-0.0965,-0.0116,-0.0965
18351,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_8/RealSense/color/0/1576592766412,21.jpg",1920,1080,22,1,1,20,15,12,7,0.5556,0.6818,0.6122,0.6906,27,0.7786,16,6,6,0.7273,0.7273,0.7273,0.6739,22,0.756,13,13,9,0.5,0.5909,0.5417,0.6814,26,0.7717,False,False,False,-0.0705,-0.1856,-0.1856
18354,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2408486,3593.jpg",1920,1080,22,0,0,22,16,16,6,0.5,0.7273,0.5926,0.5999,32,0.4994,18,15,4,0.5455,0.8182,0.6545,0.6203,33,0.5458,13,17,9,0.4333,0.5909,0.5,0.6146,30,0.5809,False,False,False,-0.0926,-0.1545,-0.1545
18355,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2440385,9587.jpg",1920,1080,33,0,0,33,13,19,20,0.4062,0.3939,0.4,0.639,32,0.4241,19,26,14,0.4222,0.5758,0.4872,0.6471,45,0.4996,18,23,15,0.439,0.5455,0.4865,0.6891,41,0.4834,True,False,False,0.0865,-0.0007,-0.0007
18357,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2572818,4245.jpg",1920,1080,1,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,3,1,0.0,0.0,0.0,0.0,3,0.4116,0,0,1,0.0,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0.0,0.0
18358,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2600584,1493.jpg",1920,1080,100,4,0,96,27,20,73,0.5745,0.27,0.3673,0.6351,47,0.7506,18,14,82,0.5625,0.18,0.2727,0.6599,32,0.7845,23,19,77,0.5476,0.23,0.3239,0.6566,42,0.7711,False,True,False,-0.0434,0.0512,-0.0434
18359,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2634917,6875.jpg",1920,1080,29,0,0,29,16,10,13,0.6154,0.5517,0.5818,0.6326,26,0.7612,12,8,17,0.6,0.4138,0.4898,0.6422,20,0.8053,19,10,10,0.6552,0.6552,0.6552,0.6491,29,0.8095,True,True,True,0.0734,0.1654,0.0734
18360,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2636517,6713.jpg",1920,1080,23,0,0,23,1,1,22,0.5,0.0435,0.08,0.8543,2,0.5753,2,1,21,0.6667,0.087,0.1538,0.7013,3,0.6243,4,6,19,0.4,0.1739,0.2424,0.6896,10,0.8095,True,True,True,0.1624,0.0886,0.0886
18361,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2646317,5483.jpg",1920,1080,15,0,0,15,5,7,10,0.4167,0.3333,0.3704,0.6281,12,0.4788,5,9,10,0.3571,0.3333,0.3448,0.6819,14,0.6349,4,7,11,0.3636,0.2667,0.3077,0.6668,11,0.6451,False,False,False,-0.0627,-0.0371,-0.0627
18362,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2658750,313.jpg",1920,1080,15,0,0,15,6,8,9,0.4286,0.4,0.4138,0.6633,14,0.5745,7,3,8,0.7,0.4667,0.56,0.6377,10,0.6942,9,6,6,0.6,0.6,0.6,0.6394,15,0.6659,True,True,True,0.1862,0.04,0.04
18363,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2694949,878.jpg",1920,1080,19,0,0,19,11,4,8,0.7333,0.5789,0.6471,0.7168,15,0.8142,13,3,6,0.8125,0.6842,0.7429,0.6943,16,0.8384,12,5,7,0.7059,0.6316,0.6667,0.6925,17,0.8221,True,False,False,0.0196,-0.0762,-0.0762
18364,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2750682,199.jpg",1920,1080,22,0,0,22,13,18,9,0.4194,0.5909,0.4906,0.7502,31,0.7857,14,14,8,0.5,0.6364,0.56,0.708,28,0.8477,14,14,8,0.5,0.6364,0.56,0.7338,28,0.8312,True,False,False,0.0694,0.0,0.0
18365,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2813948,4026.jpg",1920,1080,36,0,0,36,27,16,9,0.6279,0.75,0.6835,0.7158,43,0.8658,25,14,11,0.641,0.6944,0.6667,0.7205,39,0.8643,22,12,14,0.6471,0.6111,0.6286,0.7398,34,0.8842,False,False,False,-0.0549,-0.0381,-0.0549
18366,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2841281,0931.jpg",1920,1080,13,0,0,13,9,10,4,0.4737,0.6923,0.5625,0.6539,19,0.6151,8,10,5,0.4444,0.6154,0.5161,0.6371,18,0.7455,7,10,6,0.4118,0.5385,0.4667,0.6528,17,0.7662,False,False,False,-0.0958,-0.0494,-0.0958
18367,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2846281,3964.jpg",1920,1080,7,0,0,7,6,2,1,0.75,0.8571,0.8,0.6831,8,0.757,5,6,2,0.4545,0.7143,0.5556,0.6593,11,0.7875,7,2,0,0.7778,1.0,0.875,0.6714,9,0.8009,True,True,True,0.075,0.3194,0.075
18368,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2853747,9396.jpg",1920,1080,3,0,0,3,3,1,0,0.75,1.0,0.8571,0.7162,4,0.8303,3,1,0,0.75,1.0,0.8571,0.7495,4,0.8479,3,0,0,1.0,1.0,1.0,0.6944,3,0.8574,True,True,True,0.1429,0.1429,0.1429
18369,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2882314,687.jpg",1920,1080,83,0,0,83,31,25,52,0.5536,0.3735,0.446,0.6541,56,0.8258,43,19,40,0.6935,0.5181,0.5931,0.6499,62,0.8001,34,23,49,0.5965,0.4096,0.4857,0.6342,57,0.7859,True,False,False,0.0397,-0.1074,-0.1074
18370,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2914014,4167.jpg",1920,1080,60,0,0,60,38,14,22,0.7308,0.6333,0.6786,0.6897,52,0.8924,35,16,25,0.6863,0.5833,0.6306,0.6669,51,0.8955,34,17,26,0.6667,0.5667,0.6126,0.7036,51,0.8874,False,False,False,-0.066,-0.018,-0.066
18371,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2921747,1055.jpg",1920,1080,70,0,0,70,30,23,40,0.566,0.4286,0.4878,0.6796,53,0.8667,31,21,39,0.5962,0.4429,0.5082,0.64,52,0.8667,32,25,38,0.5614,0.4571,0.5039,0.6551,57,0.8801,True,False,False,0.0161,-0.0043,-0.0043
18372,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/2976479,4473.jpg",1920,1080,75,0,1,74,38,28,37,0.5758,0.5067,0.539,0.6885,66,0.8426,39,30,36,0.5652,0.52,0.5417,0.6942,69,0.8535,37,27,38,0.5781,0.4933,0.5324,0.6889,64,0.8483,False,False,False,-0.0066,-0.0093,-0.0093
18373,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3017945,9429.jpg",1920,1080,40,0,2,38,33,14,7,0.7021,0.825,0.7586,0.6813,47,0.7948,31,11,9,0.7381,0.775,0.7561,0.6855,42,0.8372,32,11,8,0.7442,0.8,0.7711,0.6849,43,0.8542,True,True,True,0.0125,0.015,0.0125
18374,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3041378,6515.jpg",1920,1080,6,0,1,5,6,2,0,0.75,1.0,0.8571,0.6276,8,0.7951,4,5,2,0.4444,0.6667,0.5333,0.6982,9,0.8352,2,3,4,0.4,0.3333,0.3636,0.6789,5,0.8432,False,False,False,-0.4935,-0.1697,-0.4935
18375,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3048745,5484.jpg",1920,1080,74,3,1,70,38,12,36,0.76,0.5135,0.6129,0.7156,50,0.8246,30,19,44,0.6122,0.4054,0.4878,0.7102,49,0.7718,32,13,42,0.7111,0.4324,0.5378,0.7462,45,0.7564,False,True,False,-0.0751,0.05,-0.0751
18376,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3061578,3879.jpg",1920,1080,53,0,0,53,34,26,19,0.5667,0.6415,0.6018,0.6683,60,0.8875,37,28,16,0.5692,0.6981,0.6271,0.6425,65,0.8545,32,31,21,0.5079,0.6038,0.5517,0.6821,63,0.8291,False,False,False,-0.0501,-0.0754,-0.0754
18377,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3085478,117.jpg",1920,1080,53,0,0,53,31,16,22,0.6596,0.5849,0.62,0.6858,47,0.8334,34,17,19,0.6667,0.6415,0.6538,0.6928,51,0.8672,31,20,22,0.6078,0.5849,0.5962,0.7014,51,0.8247,False,False,False,-0.0238,-0.0576,-0.0576
18378,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3172077,0548.jpg",1920,1080,51,0,0,51,39,6,12,0.8667,0.7647,0.8125,0.704,45,0.887,36,8,15,0.8182,0.7059,0.7579,0.7158,44,0.8493,39,9,12,0.8125,0.7647,0.7879,0.7381,48,0.8485,False,True,False,-0.0246,0.03,-0.0246
18379,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3178876,9777.jpg",1920,1080,28,0,1,27,24,5,4,0.8276,0.8571,0.8421,0.7159,29,0.8691,23,5,5,0.8214,0.8214,0.8214,0.7038,28,0.8743,24,6,4,0.8,0.8571,0.8276,0.7069,30,0.8545,False,True,False,-0.0145,0.0062,-0.0145
18380,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3188443,9497.jpg",1920,1080,12,0,1,11,8,3,4,0.7273,0.6667,0.6957,0.7512,11,0.8614,8,3,4,0.7273,0.6667,0.6957,0.7803,11,0.8776,8,3,4,0.7273,0.6667,0.6957,0.7645,11,0.8731,False,False,False,0.0,0.0,0.0
18381,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3195243,8649.jpg",1920,1080,15,0,1,14,10,7,5,0.5882,0.6667,0.625,0.6722,17,0.9322,11,5,4,0.6875,0.7333,0.7097,0.6867,16,0.9265,11,3,4,0.7857,0.7333,0.7586,0.6791,14,0.9303,True,True,True,0.1336,0.0489,0.0489
18382,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3196576,7649.jpg",1920,1080,12,0,0,12,8,2,4,0.8,0.6667,0.7273,0.699,10,0.8574,9,1,3,0.9,0.75,0.8182,0.6666,10,0.8771,8,2,4,0.8,0.6667,0.7273,0.6752,10,0.8849,False,False,False,0.0,-0.0909,-0.0909
18383,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3206510,726.jpg",1920,1080,13,0,1,12,9,7,4,0.5625,0.6923,0.6207,0.7194,16,0.7351,7,4,6,0.6364,0.5385,0.5833,0.6926,11,0.8754,8,5,5,0.6154,0.6154,0.6154,0.7087,13,0.8983,False,True,False,-0.0053,0.0321,-0.0053
18384,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3248676,1259.jpg",1920,1080,28,0,0,28,15,20,13,0.4286,0.5357,0.4762,0.6878,35,0.8206,15,20,13,0.4286,0.5357,0.4762,0.692,35,0.8679,15,16,13,0.4839,0.5357,0.5085,0.6959,31,0.8998,True,True,True,0.0323,0.0323,0.0323
18385,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3272943,0407.jpg",1920,1080,28,0,0,28,14,13,14,0.5185,0.5,0.5091,0.7309,27,0.8901,15,10,13,0.6,0.5357,0.566,0.7211,25,0.9019,14,11,14,0.56,0.5,0.5283,0.7002,25,0.8648,True,False,False,0.0192,-0.0377,-0.0377
18386,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3336075,0461.jpg",1920,1080,53,0,0,53,29,14,24,0.6744,0.5472,0.6042,0.6948,43,0.8548,24,23,29,0.5106,0.4528,0.48,0.7016,47,0.8644,29,23,24,0.5577,0.5472,0.5524,0.6806,52,0.8567,False,True,False,-0.0518,0.0724,-0.0518
18387,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3344874,9322.jpg",1920,1080,54,2,0,52,32,32,22,0.5,0.5926,0.5424,0.6962,64,0.8322,33,24,21,0.5789,0.6111,0.5946,0.6972,57,0.8209,37,23,17,0.6167,0.6852,0.6491,0.6916,60,0.8095,True,True,True,0.1067,0.0545,0.0545
18388,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3362674,7424.jpg",1920,1080,51,2,1,48,23,17,28,0.575,0.451,0.5055,0.695,40,0.8235,21,17,30,0.5526,0.4118,0.4719,0.6936,38,0.8519,19,16,32,0.5429,0.3725,0.4419,0.7134,35,0.8768,False,False,False,-0.0636,-0.03,-0.0636
18389,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3411108,1491.jpg",1920,1080,82,0,0,82,28,21,54,0.5714,0.3415,0.4275,0.6789,49,0.7899,29,26,53,0.5273,0.3537,0.4234,0.6664,55,0.7996,28,21,54,0.5714,0.3415,0.4275,0.6714,49,0.8251,False,True,False,0.0,0.0041,0.0
18390,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3415608,0988.jpg",1920,1080,23,0,1,22,14,31,9,0.3111,0.6087,0.4118,0.6798,45,0.7797,11,31,12,0.2619,0.4783,0.3385,0.7238,42,0.8073,13,28,10,0.3171,0.5652,0.4062,0.6814,41,0.8322,False,True,False,-0.0056,0.0677,-0.0056
18391,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/Kinect/color/3428542,0142.jpg",1920,1080,40,0,0,40,32,6,8,0.8421,0.8,0.8205,0.6936,38,0.8217,31,9,9,0.775,0.775,0.775,0.6994,40,0.8363,33,6,7,0.8462,0.825,0.8354,0.7006,39,0.8248,True,True,True,0.0149,0.0604,0.0149
18392,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576592908354,82.jpg",1920,1080,41,0,0,41,26,29,15,0.4727,0.6341,0.5417,0.6696,55,0.8065,28,31,13,0.4746,0.6829,0.56,0.6739,59,0.8309,29,31,12,0.4833,0.7073,0.5743,0.6783,60,0.8138,True,True,True,0.0326,0.0143,0.0143
18393,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576592912327,59.jpg",1920,1080,47,0,0,47,28,18,19,0.6087,0.5957,0.6022,0.7022,46,0.8309,27,15,20,0.6429,0.5745,0.6067,0.6988,42,0.835,29,11,18,0.725,0.617,0.6667,0.6917,40,0.8231,True,True,True,0.0645,0.06,0.06
18394,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576592929056,4.jpg",1920,1080,14,0,0,14,10,24,4,0.2941,0.7143,0.4167,0.6642,34,0.8032,11,24,3,0.3143,0.7857,0.449,0.68,35,0.8587,8,20,6,0.2857,0.5714,0.381,0.6854,28,0.8307,False,False,False,-0.0357,-0.068,-0.068
18395,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576592954057,88.jpg",1920,1080,22,3,1,18,13,23,9,0.3611,0.5909,0.4483,0.6685,36,0.7691,17,8,5,0.68,0.7727,0.7234,0.6575,25,0.81,13,17,9,0.4333,0.5909,0.5,0.6478,30,0.7944,True,False,False,0.0517,-0.2234,-0.2234
18396,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576592954721,05.jpg",1920,1080,22,3,1,18,12,15,10,0.4444,0.5455,0.4898,0.6571,27,0.7725,10,11,12,0.4762,0.4545,0.4651,0.6604,21,0.8024,13,12,9,0.52,0.5909,0.5532,0.6444,25,0.7959,True,True,True,0.0634,0.0881,0.0634
18397,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576592997605,76.jpg",1920,1080,7,0,2,5,6,6,1,0.5,0.8571,0.6316,0.814,12,0.8115,4,7,3,0.3636,0.5714,0.4444,0.8235,11,0.8311,4,7,3,0.3636,0.5714,0.4444,0.7756,11,0.8901,False,False,False,-0.1872,0.0,-0.1872
18398,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593022112,66.jpg",1920,1080,16,0,2,14,11,13,5,0.4583,0.6875,0.55,0.7241,24,0.8164,4,16,12,0.2,0.25,0.2222,0.7689,20,0.8463,6,15,10,0.2857,0.375,0.3243,0.7344,21,0.9058,False,True,False,-0.2257,0.1021,-0.2257
18399,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593035855,17.jpg",1920,1080,75,0,0,75,32,21,43,0.6038,0.4267,0.5,0.686,53,0.8289,37,14,38,0.7255,0.4933,0.5873,0.6908,51,0.8562,40,21,35,0.6557,0.5333,0.5882,0.6879,61,0.833,True,True,True,0.0882,0.0009,0.0009
18400,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593038835,89.jpg",1920,1080,84,0,0,84,43,15,41,0.7414,0.5119,0.6056,0.7418,58,0.8411,45,10,39,0.8182,0.5357,0.6475,0.7158,55,0.8555,45,15,39,0.75,0.5357,0.625,0.7322,60,0.8359,True,False,False,0.0194,-0.0225,-0.0225
18401,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593063341,79.jpg",1920,1080,73,0,0,73,31,17,42,0.6458,0.4247,0.5124,0.7211,48,0.8423,32,15,41,0.6809,0.4384,0.5333,0.7166,47,0.8631,31,20,42,0.6078,0.4247,0.5,0.7148,51,0.8523,False,False,False,-0.0124,-0.0333,-0.0333
18402,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593064335,22.jpg",1920,1080,52,0,0,52,28,14,24,0.6667,0.5385,0.5957,0.6976,42,0.7928,30,10,22,0.75,0.5769,0.6522,0.6998,40,0.8285,27,15,25,0.6429,0.5192,0.5745,0.7148,42,0.7691,False,False,False,-0.0212,-0.0777,-0.0777
18403,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593072283,13.jpg",1920,1080,61,0,0,61,33,24,28,0.5789,0.541,0.5593,0.6887,57,0.8674,36,22,25,0.6207,0.5902,0.605,0.6869,58,0.8921,33,20,28,0.6226,0.541,0.5789,0.6924,53,0.8571,True,False,False,0.0196,-0.0261,-0.0261
18404,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593073276,47.jpg",1920,1080,63,0,0,63,35,33,28,0.5147,0.5556,0.5344,0.6681,68,0.8099,34,29,29,0.5397,0.5397,0.5397,0.6656,63,0.8317,36,31,27,0.5373,0.5714,0.5538,0.6427,67,0.8309,True,True,True,0.0194,0.0141,0.0141
18405,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593119141,75.jpg",1920,1080,1,0,0,1,0,2,1,0.0,0.0,0.0,0.0,2,0.4852,0,1,1,0.0,0.0,0.0,0.0,1,0.6231,0,1,1,0.0,0.0,0.0,0.0,1,0.7519,False,False,False,0.0,0.0,0.0
18406,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593124110,08.jpg",1920,1080,47,0,0,47,28,19,19,0.5957,0.5957,0.5957,0.6917,47,0.8485,29,13,18,0.6905,0.617,0.6517,0.6817,42,0.8653,31,10,16,0.7561,0.6596,0.7045,0.6726,41,0.8506,True,True,True,0.1088,0.0528,0.0528
18407,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593138018,65.jpg",1920,1080,55,0,0,55,28,27,27,0.5091,0.5091,0.5091,0.6644,55,0.7724,22,26,33,0.4583,0.4,0.4272,0.685,48,0.8329,25,33,30,0.431,0.4545,0.4425,0.687,58,0.8127,False,True,False,-0.0666,0.0153,-0.0666
18408,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593157385,55.jpg",1920,1080,72,0,0,72,31,16,41,0.6596,0.4306,0.521,0.6942,47,0.7674,32,12,40,0.7273,0.4444,0.5517,0.6778,44,0.8042,33,17,39,0.66,0.4583,0.541,0.6981,50,0.7634,True,False,False,0.02,-0.0107,-0.0107
18409,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593168319,51.jpg",1920,1080,56,0,0,56,33,17,23,0.66,0.5893,0.6226,0.6799,50,0.8182,30,13,26,0.6977,0.5357,0.6061,0.6891,43,0.874,34,19,22,0.6415,0.6071,0.6239,0.6695,53,0.85,True,True,True,0.0013,0.0178,0.0013
18410,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593177261,33.jpg",1920,1080,44,0,0,44,27,10,17,0.7297,0.6136,0.6667,0.6939,37,0.7483,27,8,17,0.7714,0.6136,0.6835,0.6903,35,0.8179,26,7,18,0.7879,0.5909,0.6753,0.6554,33,0.7763,True,False,False,0.0086,-0.0082,-0.0082
18411,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593179247,87.jpg",1920,1080,36,0,0,36,20,22,16,0.4762,0.5556,0.5128,0.653,42,0.7905,19,23,17,0.4524,0.5278,0.4872,0.668,42,0.8387,21,17,15,0.5526,0.5833,0.5676,0.6661,38,0.8047,True,True,True,0.0548,0.0804,0.0548
18412,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593185871,63.jpg",1920,1080,47,28,0,19,14,28,33,0.3333,0.2979,0.3146,0.6863,42,0.8316,14,19,33,0.4242,0.2979,0.35,0.6907,33,0.858,14,19,33,0.4242,0.2979,0.35,0.7119,33,0.8552,True,False,False,0.0354,0.0,0.0
18413,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593186534,3.jpg",1920,1080,36,0,0,36,8,7,28,0.5333,0.2222,0.3137,0.6826,15,0.7955,15,5,21,0.75,0.4167,0.5357,0.682,20,0.8265,10,4,26,0.7143,0.2778,0.4,0.67,14,0.8586,True,False,False,0.0863,-0.1357,-0.1357
18414,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593189183,59.jpg",1920,1080,52,2,0,50,23,15,29,0.6053,0.4423,0.5111,0.7043,38,0.8362,28,11,24,0.7179,0.5385,0.6154,0.711,39,0.8715,25,16,27,0.6098,0.4808,0.5376,0.7171,41,0.8644,True,False,False,0.0265,-0.0778,-0.0778
18415,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593205739,62.jpg",1920,1080,3,0,1,2,2,3,1,0.4,0.6667,0.5,0.8334,5,0.7781,2,1,1,0.6667,0.6667,0.6667,0.8624,3,0.8576,2,1,1,0.6667,0.6667,0.6667,0.7238,3,0.779,True,False,False,0.1667,0.0,0.0
18416,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593206734,66.jpg",1920,1080,1,0,1,0,0,3,1,0.0,0.0,0.0,0.0,3,0.6593,1,0,0,1.0,1.0,1.0,0.8475,1,0.6503,1,2,0,0.3333,1.0,0.5,0.8363,3,0.612,True,False,False,0.5,-0.5,-0.5
18417,"/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_9/RealSense/color/0/1576593214020,53.jpg",1920,1080,11,0,1,10,7,7,4,0.5,0.6364,0.56,0.677,14,0.824,8,8,3,0.5,0.7273,0.5926,0.6769,16,0.8918,6,7,5,0.4615,0.5455,0.5,0.6272,13,0.8831,False,False,False,-0.06,-0.0926,-0.0926
