image_id,image_path,width,height,num_gt,gt_pallet_truck,gt_forklift,gt_pallet,real_tp,real_fp,real_fn,real_precision,real_recall,real_f1,real_mean_iou,real_num_preds,real_max_score,base_synth_tp,base_synth_fp,base_synth_fn,base_synth_precision,base_synth_recall,base_synth_f1,base_synth_mean_iou,base_synth_num_preds,base_synth_max_score,opt0_tp,opt0_fp,opt0_fn,opt0_precision,opt0_recall,opt0_f1,opt0_mean_iou,opt0_num_preds,opt0_max_score,opt0_beats_real,opt0_beats_base_synth,opt0_beats_both,opt0_f1_gain_vs_real,opt0_f1_gain_vs_base_synth,opt0_f1_gain_min
17809,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593283.2072887.jpg,1280,720,25,0,0,25,20,6,5,0.7692,0.8,0.7843,0.7763,26,0.8099,19,7,6,0.7308,0.76,0.7451,0.7728,26,0.8252,21,6,4,0.7778,0.84,0.8077,0.7818,27,0.8165,True,True,True,0.0234,0.0626,0.0234
17810,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593286.521822.jpg,1280,720,16,0,0,16,15,3,1,0.8333,0.9375,0.8824,0.7571,18,0.8613,14,1,2,0.9333,0.875,0.9032,0.7271,15,0.8525,14,2,2,0.875,0.875,0.875,0.7389,16,0.8315,False,False,False,-0.0074,-0.0282,-0.0282
17811,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593293.1531746.jpg,1280,720,7,0,0,7,6,1,1,0.8571,0.8571,0.8571,0.6952,7,0.8279,5,1,2,0.8333,0.7143,0.7692,0.6625,6,0.8476,6,1,1,0.8571,0.8571,0.8571,0.6395,7,0.8453,False,True,False,0.0,0.0879,0.0
17812,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593294.2554362.jpg,1280,720,4,0,0,4,2,2,2,0.5,0.5,0.5,0.756,4,0.8429,3,2,1,0.6,0.75,0.6667,0.6868,5,0.8876,2,2,2,0.5,0.5,0.5,0.5885,4,0.8736,False,False,False,0.0,-0.1667,-0.1667
17813,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593317.4414737.jpg,1280,720,81,0,0,81,39,29,42,0.5735,0.4815,0.5235,0.6955,68,0.8144,39,32,42,0.5493,0.4815,0.5132,0.6921,71,0.821,44,19,37,0.6984,0.5432,0.6111,0.6768,63,0.7896,True,True,True,0.0876,0.0979,0.0876
17814,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593318.5464883.jpg,1280,720,80,0,0,80,34,44,46,0.4359,0.425,0.4304,0.6796,78,0.8255,35,28,45,0.5556,0.4375,0.4895,0.666,63,0.8275,35,30,45,0.5385,0.4375,0.4828,0.6843,65,0.7955,True,False,False,0.0524,-0.0067,-0.0067
17815,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593321.8793821.jpg,1280,720,66,0,0,66,37,34,29,0.5211,0.5606,0.5401,0.6642,71,0.8514,39,30,27,0.5652,0.5909,0.5778,0.6421,69,0.8532,37,23,29,0.6167,0.5606,0.5873,0.6648,60,0.857,True,True,True,0.0472,0.0095,0.0095
17816,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593326.3115916.jpg,1280,720,74,0,0,74,41,22,33,0.6508,0.5541,0.5985,0.6924,63,0.8457,43,24,31,0.6418,0.5811,0.6099,0.6677,67,0.8147,44,21,30,0.6769,0.5946,0.6331,0.6725,65,0.8046,True,True,True,0.0346,0.0232,0.0232
17817,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593328.5319269.jpg,1280,720,93,0,0,93,44,18,49,0.7097,0.4731,0.5677,0.6756,62,0.794,42,22,51,0.6562,0.4516,0.535,0.676,64,0.8256,41,21,52,0.6613,0.4409,0.529,0.6687,62,0.8047,False,False,False,-0.0387,-0.006,-0.0387
17818,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593358.3581605.jpg,1280,720,48,0,1,47,38,14,10,0.7308,0.7917,0.76,0.701,52,0.8235,37,13,11,0.74,0.7708,0.7551,0.7215,50,0.8124,38,16,10,0.7037,0.7917,0.7451,0.701,54,0.8298,False,False,False,-0.0149,-0.01,-0.0149
17819,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593360.562551.jpg,1280,720,41,0,1,40,33,17,8,0.66,0.8049,0.7253,0.7393,50,0.8505,34,14,7,0.7083,0.8293,0.764,0.7449,48,0.8403,33,18,8,0.6471,0.8049,0.7174,0.7232,51,0.8307,False,False,False,-0.0079,-0.0466,-0.0466
17820,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593376.9740224.jpg,1280,720,20,0,1,19,15,5,5,0.75,0.75,0.75,0.7394,20,0.8462,12,5,8,0.7059,0.6,0.6486,0.7862,17,0.8414,13,4,7,0.7647,0.65,0.7027,0.7486,17,0.8284,False,True,False,-0.0473,0.0541,-0.0473
17821,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593398.8283617.jpg,1280,720,8,0,2,6,6,1,2,0.8571,0.75,0.8,0.7375,7,0.7698,6,1,2,0.8571,0.75,0.8,0.7124,7,0.8097,5,1,3,0.8333,0.625,0.7143,0.7638,6,0.8011,False,False,False,-0.0857,-0.0857,-0.0857
17822,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593405.4520817.jpg,1280,720,17,0,0,17,10,7,7,0.5882,0.5882,0.5882,0.6482,17,0.6386,7,8,10,0.4667,0.4118,0.4375,0.7164,15,0.6665,8,5,9,0.6154,0.4706,0.5333,0.7016,13,0.6941,False,True,False,-0.0549,0.0958,-0.0549
17823,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593427.5765834.jpg,1280,720,44,0,0,44,25,18,19,0.5814,0.5682,0.5747,0.6993,43,0.8531,31,13,13,0.7045,0.7045,0.7045,0.6701,44,0.8486,30,9,14,0.7692,0.6818,0.7229,0.6588,39,0.8377,True,True,True,0.1482,0.0184,0.0184
17824,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593440.876526.jpg,1280,720,31,0,0,31,10,16,21,0.3846,0.3226,0.3509,0.7459,26,0.6838,10,19,21,0.3448,0.3226,0.3333,0.699,29,0.5922,10,16,21,0.3846,0.3226,0.3509,0.6954,26,0.6854,False,True,False,0.0,0.0176,0.0
17825,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593453.0518517.jpg,1280,720,41,0,0,41,19,16,22,0.5429,0.4634,0.5,0.6805,35,0.7642,21,12,20,0.6364,0.5122,0.5676,0.6942,33,0.7408,18,19,23,0.4865,0.439,0.4615,0.6917,37,0.7085,False,False,False,-0.0385,-0.1061,-0.1061
17826,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593474.0721047.jpg,1280,720,30,0,0,30,13,12,17,0.52,0.4333,0.4727,0.6824,25,0.8056,12,14,18,0.4615,0.4,0.4286,0.7223,26,0.7925,14,14,16,0.5,0.4667,0.4828,0.7025,28,0.7972,True,True,True,0.0101,0.0542,0.0101
17827,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593482.9104269.jpg,1280,720,14,0,0,14,3,13,11,0.1875,0.2143,0.2,0.7325,16,0.7353,4,12,10,0.25,0.2857,0.2667,0.7047,16,0.7331,6,10,8,0.375,0.4286,0.4,0.746,16,0.6498,True,True,True,0.2,0.1333,0.1333
17828,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593485.1118374.jpg,1280,720,11,0,0,11,2,8,9,0.2,0.1818,0.1905,0.8516,10,0.6921,6,7,5,0.4615,0.5455,0.5,0.7585,13,0.7215,3,7,8,0.3,0.2727,0.2857,0.767,10,0.7116,True,False,False,0.0952,-0.2143,-0.2143
17829,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593487.3206942.jpg,1280,720,9,0,0,9,2,4,7,0.3333,0.2222,0.2667,0.693,6,0.7709,6,6,3,0.5,0.6667,0.5714,0.7013,12,0.7085,2,5,7,0.2857,0.2222,0.25,0.6743,7,0.7611,False,False,False,-0.0167,-0.3214,-0.3214
17830,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593508.2480676.jpg,1280,720,8,0,0,8,1,7,7,0.125,0.125,0.125,0.608,8,0.6159,2,7,6,0.2222,0.25,0.2353,0.6675,9,0.6674,1,4,7,0.2,0.125,0.1538,0.7457,5,0.6406,True,False,False,0.0288,-0.0815,-0.0815
17831,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593518.2141604.jpg,1280,720,41,0,0,41,10,21,31,0.3226,0.2439,0.2778,0.6596,31,0.7476,10,15,31,0.4,0.2439,0.303,0.6628,25,0.7509,9,14,32,0.3913,0.2195,0.2812,0.6546,23,0.7578,True,False,False,0.0034,-0.0218,-0.0218
17832,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593521.5320606.jpg,1280,720,40,0,0,40,10,21,30,0.3226,0.25,0.2817,0.6055,31,0.7113,8,19,32,0.2963,0.2,0.2388,0.6124,27,0.6534,12,16,28,0.4286,0.3,0.3529,0.6448,28,0.6831,True,True,True,0.0712,0.1141,0.0712
17833,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593528.1848657.jpg,1280,720,38,0,0,38,11,17,27,0.3929,0.2895,0.3333,0.631,28,0.7065,11,19,27,0.3667,0.2895,0.3235,0.658,30,0.6214,12,13,26,0.48,0.3158,0.381,0.6668,25,0.5876,True,True,True,0.0477,0.0575,0.0477
17834,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593532.6064692.jpg,1280,720,33,0,0,33,13,16,20,0.4483,0.3939,0.4194,0.6799,29,0.6653,14,17,19,0.4516,0.4242,0.4375,0.6705,31,0.6422,10,10,23,0.5,0.303,0.3774,0.688,20,0.6441,False,False,False,-0.042,-0.0601,-0.0601
17835,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593535.932596.jpg,1280,720,34,0,0,34,11,20,23,0.3548,0.3235,0.3385,0.6715,31,0.5208,14,16,20,0.4667,0.4118,0.4375,0.6893,30,0.6113,12,11,22,0.5217,0.3529,0.4211,0.696,23,0.6433,True,False,False,0.0826,-0.0164,-0.0164
17836,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593544.8011425.jpg,1280,720,33,0,0,33,17,13,16,0.5667,0.5152,0.5397,0.6711,30,0.6936,21,15,12,0.5833,0.6364,0.6087,0.656,36,0.6375,16,21,17,0.4324,0.4848,0.4571,0.663,37,0.6361,False,False,False,-0.0826,-0.1516,-0.1516
17837,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593561.4432447.jpg,1280,720,19,0,0,19,11,19,8,0.3667,0.5789,0.449,0.639,30,0.765,13,13,6,0.5,0.6842,0.5778,0.6461,26,0.7661,14,15,5,0.4828,0.7368,0.5833,0.6644,29,0.7389,True,True,True,0.1343,0.0055,0.0055
17838,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593563.665514.jpg,1280,720,21,0,0,21,14,15,7,0.4828,0.6667,0.56,0.6467,29,0.7619,13,12,8,0.52,0.619,0.5652,0.6162,25,0.7971,15,7,6,0.6818,0.7143,0.6977,0.6686,22,0.7575,True,True,True,0.1377,0.1325,0.1325
17839,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593570.306953.jpg,1280,720,14,0,0,14,14,6,0,0.7,1.0,0.8235,0.7169,20,0.7993,13,4,1,0.7647,0.9286,0.8387,0.7343,17,0.8154,11,5,3,0.6875,0.7857,0.7333,0.7515,16,0.7809,False,False,False,-0.0902,-0.1054,-0.1054
17840,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593573.6356003.jpg,1280,720,14,0,0,14,11,4,3,0.7333,0.7857,0.7586,0.7385,15,0.8377,8,9,6,0.4706,0.5714,0.5161,0.6917,17,0.8454,9,8,5,0.5294,0.6429,0.5806,0.6976,17,0.8376,False,True,False,-0.178,0.0645,-0.178
17841,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593590.2573757.jpg,1280,720,15,0,0,15,9,10,6,0.4737,0.6,0.5294,0.7413,19,0.8153,8,6,7,0.5714,0.5333,0.5517,0.7855,14,0.8395,8,8,7,0.5,0.5333,0.5161,0.7544,16,0.8285,False,False,False,-0.0133,-0.0356,-0.0356
17842,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593637.8418956.jpg,1280,720,28,0,0,28,12,16,16,0.4286,0.4286,0.4286,0.6963,28,0.6911,17,17,11,0.5,0.6071,0.5484,0.6964,34,0.6744,12,13,16,0.48,0.4286,0.4528,0.7076,25,0.6998,True,False,False,0.0242,-0.0956,-0.0956
17843,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593654.4494734.jpg,1280,720,8,0,0,8,1,5,7,0.1667,0.125,0.1429,0.7693,6,0.7371,1,8,7,0.1111,0.125,0.1176,0.6118,9,0.7975,2,6,6,0.25,0.25,0.25,0.677,8,0.7757,True,True,True,0.1071,0.1324,0.1071
17844,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593657.771204.jpg,1280,720,5,0,0,5,4,2,1,0.6667,0.8,0.7273,0.6299,6,0.8384,2,4,3,0.3333,0.4,0.3636,0.7161,6,0.8386,3,2,2,0.6,0.6,0.6,0.8055,5,0.8454,False,True,False,-0.1273,0.2364,-0.1273
17845,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593673.2193732.jpg,1280,720,17,0,0,17,12,9,5,0.5714,0.7059,0.6316,0.6923,21,0.6464,12,5,5,0.7059,0.7059,0.7059,0.6568,17,0.6089,9,2,8,0.8182,0.5294,0.6429,0.6585,11,0.4776,True,False,False,0.0113,-0.063,-0.063
17846,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593688.7166314.jpg,1280,720,36,1,0,35,11,17,25,0.3929,0.3056,0.3438,0.6661,28,0.645,13,13,23,0.5,0.3611,0.4194,0.6538,26,0.6632,11,13,25,0.4583,0.3056,0.3667,0.6376,24,0.6562,True,False,False,0.0229,-0.0527,-0.0527
17847,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593702.019606.jpg,1280,720,27,3,0,24,9,29,18,0.2368,0.3333,0.2769,0.6574,38,0.7045,7,27,20,0.2059,0.2593,0.2295,0.693,34,0.7133,9,20,18,0.3103,0.3333,0.3214,0.6899,29,0.6981,True,True,True,0.0445,0.0919,0.0445
17848,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593718.669624.jpg,1280,720,12,0,0,12,11,7,1,0.6111,0.9167,0.7333,0.7601,18,0.8033,11,4,1,0.7333,0.9167,0.8148,0.7678,15,0.8163,10,6,2,0.625,0.8333,0.7143,0.7406,16,0.7837,False,False,False,-0.019,-0.1005,-0.1005
17849,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593725.3284476.jpg,1280,720,10,0,0,10,7,0,3,1.0,0.7,0.8235,0.762,7,0.8146,7,0,3,1.0,0.7,0.8235,0.7851,7,0.8313,7,1,3,0.875,0.7,0.7778,0.779,8,0.8131,False,False,False,-0.0457,-0.0457,-0.0457
17850,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593726.4424362.jpg,1280,720,9,0,0,9,7,1,2,0.875,0.7778,0.8235,0.75,8,0.8039,6,0,3,1.0,0.6667,0.8,0.7644,6,0.827,5,0,4,1.0,0.5556,0.7143,0.7434,5,0.8306,False,False,False,-0.1092,-0.0857,-0.1092
17851,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593738.6806135.jpg,1280,720,5,0,0,5,2,3,3,0.4,0.4,0.4,0.8588,5,0.893,4,1,1,0.8,0.8,0.8,0.8002,5,0.8905,2,1,3,0.6667,0.4,0.5,0.8659,3,0.8838,True,False,False,0.1,-0.3,-0.3
17852,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593744.226137.jpg,1280,720,12,0,0,12,7,1,5,0.875,0.5833,0.7,0.62,8,0.7371,7,1,5,0.875,0.5833,0.7,0.6742,8,0.8274,5,2,7,0.7143,0.4167,0.5263,0.7025,7,0.7329,False,False,False,-0.1737,-0.1737,-0.1737
17853,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593747.5447216.jpg,1280,720,5,0,0,5,3,2,2,0.6,0.6,0.6,0.7564,5,0.8969,5,1,0,0.8333,1.0,0.9091,0.7427,6,0.9141,2,1,3,0.6667,0.4,0.5,0.8381,3,0.9079,False,False,False,-0.1,-0.4091,-0.4091
17854,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593749.7599623.jpg,1280,720,8,0,0,8,7,3,1,0.7,0.875,0.7778,0.6812,10,0.8944,8,3,0,0.7273,1.0,0.8421,0.7452,11,0.8327,8,3,0,0.7273,1.0,0.8421,0.7603,11,0.8916,True,False,False,0.0643,0.0,0.0
17855,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593760.8596108.jpg,1280,720,5,0,0,5,4,3,1,0.5714,0.8,0.6667,0.736,7,0.8898,5,2,0,0.7143,1.0,0.8333,0.696,7,0.8597,4,0,1,1.0,0.8,0.8889,0.7313,4,0.8725,True,True,True,0.2222,0.0556,0.0556
17856,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593764.1843698.jpg,1280,720,6,0,0,6,5,3,1,0.625,0.8333,0.7143,0.7699,8,0.8849,6,2,0,0.75,1.0,0.8571,0.7105,8,0.8953,5,3,1,0.625,0.8333,0.7143,0.8338,8,0.8761,False,False,False,0.0,-0.1428,-0.1428
17857,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593768.608338.jpg,1280,720,35,0,0,35,10,21,25,0.3226,0.2857,0.303,0.5975,31,0.6415,11,26,24,0.2973,0.3143,0.3056,0.5906,37,0.7049,10,21,25,0.3226,0.2857,0.303,0.5881,31,0.7177,False,False,False,0.0,-0.0026,-0.0026
17858,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593776.371877.jpg,1280,720,47,0,0,47,21,22,26,0.4884,0.4468,0.4667,0.6555,43,0.754,19,22,28,0.4634,0.4043,0.4318,0.6778,41,0.8037,19,24,28,0.4419,0.4043,0.4222,0.7061,43,0.847,False,False,False,-0.0445,-0.0096,-0.0445
17859,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593777.4801116.jpg,1280,720,44,0,0,44,15,25,29,0.375,0.3409,0.3571,0.6686,40,0.8044,20,17,24,0.5405,0.4545,0.4938,0.6387,37,0.8814,16,30,28,0.3478,0.3636,0.3556,0.6535,46,0.7859,False,False,False,-0.0015,-0.1382,-0.1382
17860,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593784.1234353.jpg,1280,720,34,0,0,34,19,18,15,0.5135,0.5588,0.5352,0.6761,37,0.7549,20,20,14,0.5,0.5882,0.5405,0.6859,40,0.7691,18,22,16,0.45,0.5294,0.4865,0.6628,40,0.8086,False,False,False,-0.0487,-0.054,-0.054
17861,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593804.0853293.jpg,1280,720,26,0,0,26,13,11,13,0.5417,0.5,0.52,0.7236,24,0.8986,13,17,13,0.4333,0.5,0.4643,0.7198,30,0.896,12,15,14,0.4444,0.4615,0.4528,0.6923,27,0.9003,False,False,False,-0.0672,-0.0115,-0.0672
17862,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593810.7481027.jpg,1280,720,21,0,0,21,8,15,13,0.3478,0.381,0.3636,0.6994,23,0.8573,8,23,13,0.2581,0.381,0.3077,0.7138,31,0.8767,13,13,8,0.5,0.619,0.5532,0.642,26,0.8661,True,True,True,0.1896,0.2455,0.1896
17863,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593821.8116693.jpg,1280,720,15,0,0,15,11,9,4,0.55,0.7333,0.6286,0.7026,20,0.8595,12,6,3,0.6667,0.8,0.7273,0.6672,18,0.9005,11,5,4,0.6875,0.7333,0.7097,0.6751,16,0.8299,True,False,False,0.0811,-0.0176,-0.0176
17864,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593828.424003.jpg,1280,720,5,0,0,5,4,1,1,0.8,0.8,0.8,0.7508,5,0.8031,4,0,1,1.0,0.8,0.8889,0.8115,4,0.8624,4,0,1,1.0,0.8,0.8889,0.7824,4,0.8693,True,False,False,0.0889,0.0,0.0
17865,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593831.7377126.jpg,1280,720,2,0,0,2,1,1,1,0.5,0.5,0.5,0.7824,2,0.9118,2,2,0,0.5,1.0,0.6667,0.7221,4,0.9355,2,0,0,1.0,1.0,1.0,0.6348,2,0.9141,True,True,True,0.5,0.3333,0.3333
17866,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593859.3884783.jpg,1280,720,53,0,0,53,18,26,35,0.4091,0.3396,0.3711,0.679,44,0.7233,19,23,34,0.4524,0.3585,0.4,0.6594,42,0.7653,17,20,36,0.4595,0.3208,0.3778,0.6818,37,0.7244,True,False,False,0.0067,-0.0222,-0.0222
17867,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593863.814415.jpg,1280,720,30,0,0,30,14,44,16,0.2414,0.4667,0.3182,0.6793,58,0.8519,18,34,12,0.3462,0.6,0.439,0.6457,52,0.871,15,20,15,0.4286,0.5,0.4615,0.6918,35,0.8367,True,True,True,0.1433,0.0225,0.0225
17868,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593868.2477756.jpg,1280,720,32,0,0,32,19,41,13,0.3167,0.5938,0.413,0.6856,60,0.8406,19,30,13,0.3878,0.5938,0.4691,0.6833,49,0.8505,22,24,10,0.4783,0.6875,0.5641,0.674,46,0.8065,True,True,True,0.1511,0.095,0.095
17869,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593898.1755474.jpg,1280,720,10,0,0,10,9,4,1,0.6923,0.9,0.7826,0.6795,13,0.7813,9,4,1,0.6923,0.9,0.7826,0.7101,13,0.762,10,2,0,0.8333,1.0,0.9091,0.6872,12,0.8012,True,True,True,0.1265,0.1265,0.1265
17870,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593905.9443617.jpg,1280,720,8,0,0,8,7,1,1,0.875,0.875,0.875,0.6171,8,0.8125,6,0,2,1.0,0.75,0.8571,0.6112,6,0.8216,6,0,2,1.0,0.75,0.8571,0.5904,6,0.8299,False,False,False,-0.0179,0.0,-0.0179
17871,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593913.7256072.jpg,1280,720,7,0,0,7,5,2,2,0.7143,0.7143,0.7143,0.8251,7,0.8463,5,2,2,0.7143,0.7143,0.7143,0.8402,7,0.8509,6,1,1,0.8571,0.8571,0.8571,0.7737,7,0.8545,True,True,True,0.1428,0.1428,0.1428
17872,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593920.3993304.jpg,1280,720,3,0,0,3,3,0,0,1.0,1.0,1.0,0.776,3,0.8688,3,0,0,1.0,1.0,1.0,0.7783,3,0.8655,3,0,0,1.0,1.0,1.0,0.7483,3,0.9136,False,False,False,0.0,0.0,0.0
17873,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593927.0723524.jpg,1280,720,1,0,0,1,1,0,0,1.0,1.0,1.0,0.8316,1,0.8226,1,0,0,1.0,1.0,1.0,0.8771,1,0.8219,1,1,0,0.5,1.0,0.6667,0.8643,2,0.8006,False,False,False,-0.3333,-0.3333,-0.3333
17874,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593940.370928.jpg,1280,720,87,0,1,86,30,27,57,0.5263,0.3448,0.4167,0.6604,57,0.7822,33,23,54,0.5893,0.3793,0.4615,0.6739,56,0.8055,20,11,67,0.6452,0.2299,0.339,0.7165,31,0.8279,False,False,False,-0.0777,-0.1225,-0.1225
17875,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593945.920499.jpg,1280,720,103,0,1,102,36,36,67,0.5,0.3495,0.4114,0.6572,72,0.795,39,37,64,0.5132,0.3786,0.4358,0.6557,76,0.8238,33,29,70,0.5323,0.3204,0.4,0.6794,62,0.8369,False,False,False,-0.0114,-0.0358,-0.0358
17876,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593957.04642.jpg,1280,720,94,0,1,93,47,38,47,0.5529,0.5,0.5251,0.6386,85,0.7996,51,37,43,0.5795,0.5426,0.5604,0.652,88,0.9035,47,31,47,0.6026,0.5,0.5465,0.6561,78,0.8951,True,False,False,0.0214,-0.0139,-0.0139
17877,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593958.1598845.jpg,1280,720,100,0,1,99,39,43,61,0.4756,0.39,0.4286,0.6291,82,0.7847,45,40,55,0.5294,0.45,0.4865,0.6384,85,0.8866,47,44,53,0.5165,0.47,0.4921,0.6496,91,0.8437,True,True,True,0.0635,0.0056,0.0056
17878,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576593967.0332532.jpg,1280,720,102,2,1,99,66,32,36,0.6735,0.6471,0.66,0.6289,98,0.7658,65,26,37,0.7143,0.6373,0.6736,0.6316,91,0.7958,70,32,32,0.6863,0.6863,0.6863,0.6301,102,0.7807,True,True,True,0.0263,0.0127,0.0127
17879,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam2/1576594012.4955127.jpg,1280,720,3,0,0,3,1,3,2,0.25,0.3333,0.2857,0.9163,4,0.8652,1,4,2,0.2,0.3333,0.25,0.9243,5,0.9003,1,3,2,0.25,0.3333,0.2857,0.91,4,0.9072,False,True,False,0.0,0.0357,0.0
