distribution_id,simulation_type,n_samples,metadata.synth_metadata_synth_camera_height_min,metadata.synth_metadata_synth_fov_min,metadata.synth_metadata_synth_lighting_intensity_mean,metadata.synth_metadata_synth_lighting_intensity_std,metadata.synth_metadata_synth_materials_roughness_min,metadata.synth_metadata_synth_noise_std_min,metadata.synth_metadata_synth_num_additional_distractors,metadata.synth_metadata_synth_num_objects,metadata.synth_metadata_synth_num_warehouse_distractors,metadata.synth_metadata_synth_palletjack_count_per_model,metadata.synth_metadata_synth_palletjack_rotation_max_z,metadata.synth_metadata_synth_texture_1,metadata.synth_metadata_synth_texture_2,metadata.synth_metadata_synth_texture_3,metadata.synth_metadata_synth_motion_blur_min,metadata.synth_metadata_synth_distractors,metadata.synth_metadata_synth_texture_10,metadata.synth_metadata_synth_texture_4,metadata.synth_metadata_synth_texture_5,metadata.synth_metadata_synth_texture_6,metadata.synth_metadata_synth_texture_7,metadata.synth_metadata_synth_texture_8,metadata.synth_metadata_synth_texture_12,metadata.synth_metadata_synth_texture_11,metadata.synth_metadata_synth_palletjack_color_randomized,metadata.synth_metadata_synth_texture_9,metadata.synth_metadata_synth_camera_height_max,metadata.synth_metadata_synth_fov_max,metadata.synth_metadata_synth_materials_roughness_max,metadata.synth_metadata_synth_noise_std_max,metadata.synth_metadata_synth_motion_blur_max
dist_272,simulation_1,128,0.39837502706573114,51,139051,499773,0.3339803222148383,3,34,5,31,2,360,nv_marble.jpg,nv_rubber_woven_charcoal.jpg,nv_fireplace_wall.jpg,0.8703502319462417,warehouse,,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_stucco_red_painted.jpg,nv_wood_siding_weathered_green.jpg,nv_wood_siding_weathered_green.jpg,,,1,nv_plastic_blue.jpg,1.3803999423980713,100,0.8847600799223485,5,2.0
dist_273,simulation_1,128,0.6474259949850203,84,102762,482799,0.34562437592307815,2,34,3,31,2,360,nv_granite_tile.jpg,nv_bamboo_desktop.jpg,nv_bamboo_desktop.jpg,0.9184200214802118,warehouse,,nv_stone_red_hatch.jpg,nv_fabric_square_grid.jpg,nv_stucco_smooth_blue.jpg,nv_carpet_abstract_pattern.jpg,nv_plastic_blue.jpg,,,1,,1.3803999423980713,100,0.9479788417918843,6,1.0336532514891665
dist_274,simulation_1,128,0.36636333528794157,57,108501,459250,0.3165420049489422,3,34,6,31,2,360,nv_marble.jpg,nv_marble.jpg,nv_carpet_abstract_pattern.jpg,0.7686580271134583,warehouse,,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_plastic_blue.jpg,nv_rubber_woven_charcoal.jpg,nv_brick_red_stacked.jpg,,,1,,1.3803999423980713,100,0.5497988785894723,4,1.5763813993772309
dist_275,simulation_1,128,0.4162159807428327,50,115569,518357,0.3687508961003504,2,34,6,31,2,360,nv_marble.jpg,nv_marble.jpg,nv_bamboo_desktop.jpg,0.545000552745373,warehouse,,nv_rubber_woven_charcoal.jpg,nv_wood_shingles_brown.jpg,nv_plastic_blue.jpg,nv_wood_siding_weathered_green.jpg,,,,1,nv_gravel_grey_leaves.jpg,3.4166195746425965,99,0.5449650041614522,4,2.0
dist_276,simulation_1,128,0.9321410256915843,56,131654,459044,0.3973298092677928,2,34,6,31,2,360,nv_marble.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,0.905955632598927,warehouse,,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_plastic_blue.jpg,nv_carpet_abstract_pattern.jpg,,,,1,,1.3803999423980713,100,1.0,5,1.932740856566705
dist_277,simulation_1,128,0.7329805782442331,54,114498,414413,0.4593440123587808,3,34,5,31,2,360,nv_marble.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,0.8706252011023934,warehouse,,nv_tile_hexagonal_green_white.jpg,nv_stucco_smooth_blue.jpg,nv_wood_siding_weathered_green.jpg,nv_wood_siding_weathered_green.jpg,,,,1,nv_wood_siding_weathered_green.jpg,2.767651422767827,96,0.8504142402182586,5,2.0
dist_278,simulation_1,128,0.8793408649268004,56,126975,433943,0.38390397813845956,3,34,6,31,2,360,nv_marble.jpg,nv_tile_hexagonal_various.jpg,nv_gravel_grey_leaves.jpg,0.8195056397345939,warehouse,,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_plastic_blue.jpg,nv_wood_siding_weathered_green.jpg,,,,1,,1.3803999423980713,100,0.8945590419202935,5,1.7783778427067736
dist_279,simulation_1,128,1.3455008336377454,58,129773,355981,0.4694986999771791,3,34,5,31,2,360,nv_granite_tile.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,0.9348437611205183,warehouse,,nv_tile_hexagonal_green_white.jpg,nv_asphalt_yellow_weathered.jpg,nv_brick_red_stacked.jpg,nv_wooden_wall.jpg,nv_plastic_blue.jpg,,,1,,2.6844471499254285,96,0.9560343237570779,4,1.9044797446823027
dist_280,simulation_1,128,1.4130932875343527,68,104617,503321,0.1453986675374888,2,34,4,31,2,360,nv_granite_tile.jpg,nv_artificialgrass_green.jpg,nv_bamboo_desktop.jpg,0.7895625153959726,warehouse,nv_plastic_blue.jpg,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_concrete_aged_with_lines.jpg,nv_gravel_grey_leaves.jpg,nv_brick_reclaimed.jpg,,,1,nv_brick_reclaimed.jpg,2.3242815280780595,92,0.6336144007973274,6,1.6926152914824424
dist_281,simulation_1,128,0.6671228984409638,53,123981,478921,0.476692767093007,2,34,4,31,2,360,nv_concrete_aged_with_lines.jpg,nv_rubber_woven_charcoal.jpg,nv_bamboo_desktop.jpg,0.8358690247145956,warehouse,nv_plastic_blue.jpg,nv_tile_hexagonal_green_white.jpg,nv_concrete_aged_with_lines.jpg,nv_plastic_blue.jpg,nv_wood_siding_weathered_green.jpg,,,,1,nv_gravel_grey_leaves.jpg,2.714189165137164,98,0.6019925506148165,4,1.5784461787889337
dist_282,simulation_1,128,0.8204559058127956,50,116236,389139,0.4445191529554902,3,34,6,31,2,360,nv_marble.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,0.8329346860161226,warehouse,,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_plastic_blue.jpg,nv_plastic_blue.jpg,nv_wooden_wall.jpg,,,1,nv_gravel_grey_leaves.jpg,1.9120637069451474,99,0.9991771210818559,4,1.4089977078054043
dist_283,simulation_1,128,0.79798608931943,50,124768,434822,0.36276893124958387,3,34,6,31,2,360,nv_marble.jpg,nv_rubber_woven_charcoal.jpg,nv_tile_hexagonal_various.jpg,0.7088405699853663,warehouse,nv_plastic_blue.jpg,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_plastic_blue.jpg,nv_rubber_woven_charcoal.jpg,,,,1,,1.8025192885897852,87,0.7705548354178905,4,1.76192252400518
dist_284,simulation_1,128,0.4689071117204746,54,120626,450066,0.3581173253987088,3,34,6,31,2,360,nv_marble.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,0.8110220970439512,None,,nv_tile_hexagonal_green_white.jpg,nv_wood_siding_weathered_green.jpg,nv_plastic_blue.jpg,nv_wood_siding_weathered_green.jpg,,,,1,nv_gravel_grey_leaves.jpg,1.3803999423980713,100,0.9484081039560155,4,1.3008842991266945
dist_285,simulation_1,128,0.7489020684260471,53,117925,513694,0.4555853679157887,2,34,2,31,2,360,nv_concrete_aged_with_lines.jpg,nv_tile_hexagonal_various.jpg,nv_carpet_abstract_pattern.jpg,0.8644356188781519,None,,nv_brick_red_stacked.jpg,nv_tile_square_green.jpg,nv_plastic_blue.jpg,nv_wood_siding_weathered_green.jpg,,,,1,,1.3803999423980713,96,1.0,4,1.9464541035367695
dist_286,simulation_1,128,1.309424750490202,65,113336,443404,0.40135338810877264,3,34,6,31,2,360,nv_marble.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,0.9130734929303714,warehouse,,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_plastic_blue.jpg,nv_stone_painted_grey.jpg,,,,1,,2.4055160674335165,100,0.5907402826255603,4,2.0
dist_287,simulation_1,128,0.7753742435351522,51,119624,452934,0.28844558406772247,3,34,4,31,2,360,nv_asphalt_yellow_weathered.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,0.7556055328477307,additional,,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_plastic_blue.jpg,nv_brick_reclaimed.jpg,,,,1,nv_brick_red_stacked.jpg,1.9399161360977901,94,0.9628424403361004,6,1.9495318341685894
dist_288,simulation_1,128,0.6969724726809591,58,116402,535555,0.17341752123484877,1,34,4,31,2,360,nv_granite_tile.jpg,nv_rubber_woven_charcoal.jpg,nv_bamboo_desktop.jpg,0.4350786268370809,additional,nv_plastic_blue.jpg,nv_tile_hexagonal_green_white.jpg,nv_tile_hexagonal_various.jpg,nv_concrete_aged_with_lines.jpg,nv_stucco_smooth_blue.jpg,nv_brick_red_stacked.jpg,,,1,,1.9834199895585205,80,0.9690685432755403,5,1.3897391093166198
dist_289,simulation_1,128,0.5633947792128713,61,119547,429725,0.28452536226131675,3,34,6,31,2,360,nv_marble.jpg,nv_granite_tile.jpg,nv_carpet_abstract_pattern.jpg,0.9676043613586525,warehouse,,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_brick_red_stacked.jpg,nv_wood_siding_weathered_green.jpg,,,,1,,2.7046137519029956,100,0.7206355644265139,4,1.845648667190455
dist_290,simulation_1,128,0.8248926306277162,56,88067,509686,0.1334112814047391,0,34,2,31,2,360,nv_granite_tile.jpg,nv_rubber_woven_charcoal.jpg,nv_bamboo_desktop.jpg,0.6754725638083303,None,nv_plastic_blue.jpg,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_concrete_aged_with_lines.jpg,nv_wood_siding_weathered_green.jpg,nv_carpet_abstract_pattern.jpg,,,1,nv_brick_red_stacked.jpg,2.608319218891875,77,0.6620974627540095,4,1.5094913111914865
dist_291,simulation_1,128,0.8947826673699149,62,141009,504622,0.3065169001762552,2,34,5,31,2,360,nv_marble.jpg,nv_tile_hexagonal_various.jpg,nv_carpet_abstract_pattern.jpg,0.9346398872813002,warehouse,,nv_tile_hexagonal_green_white.jpg,nv_wood_shingles_brown.jpg,nv_plastic_blue.jpg,nv_gravel_grey_leaves.jpg,,,,1,nv_plastic_blue.jpg,1.9659798050785626,100,1.0,4,1.9224975500941701
dist_292,simulation_1,128,0.4141917232587415,50,100462,308332,0.4123589021417637,3,34,4,31,2,360,nv_marble.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,0.8102806175052405,warehouse,,nv_brick_red_stacked.jpg,nv_wood_shingles_brown.jpg,nv_asphalt_yellow_weathered.jpg,nv_asphalt_yellow_weathered.jpg,,,,1,,2.268841469111677,88,1.0,4,1.6669788740758495
dist_293,simulation_1,128,0.6225544338160912,53,137713,510697,0.32959295946960143,3,34,6,31,2,360,nv_marble.jpg,nv_rubber_woven_charcoal.jpg,nv_carpet_abstract_pattern.jpg,0.8764814476074557,warehouse,,nv_fireplace_wall.jpg,nv_wood_shingles_brown.jpg,nv_plastic_blue.jpg,nv_wood_siding_weathered_green.jpg,,,,1,,1.583631898923547,95,0.8106428195947679,5,1.5223356107688604
dist_294,simulation_1,128,0.6134621846866799,67,101866,524793,0.32953679824017484,1,34,6,31,2,360,nv_granite_tile.jpg,nv_gravel_grey_leaves.jpg,nv_brick_reclaimed.jpg,0.7896737053250237,warehouse,,nv_tile_square_green.jpg,nv_concrete_aged_with_lines.jpg,nv_plastic_blue.jpg,nv_gravel_grey_leaves.jpg,nv_plastic_blue.jpg,,,1,nv_wood_siding_weathered_green.jpg,1.3803999423980713,91,0.4566270019292068,6,1.329125678800549
dist_295,simulation_1,128,0.73470741855285,54,129642,254758,0.3429065824350193,3,34,6,31,2,360,nv_marble.jpg,nv_bamboo_desktop.jpg,nv_carpet_abstract_pattern.jpg,0.7636416108628097,warehouse,,nv_tile_hexagonal_green_white.jpg,nv_asphalt_yellow_weathered.jpg,nv_plastic_blue.jpg,nv_wood_siding_weathered_green.jpg,,,,1,,1.3803999423980713,100,1.0,4,0.9727340104373405
dist_296,simulation_1,128,0.4846860231734482,68,89168,383654,0.10202548202335475,0,34,4,31,2,360,nv_concrete_aged_with_lines.jpg,nv_artificialgrass_green.jpg,nv_brick_reclaimed.jpg,0.5512379881891685,warehouse,,nv_tile_square_green.jpg,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,nv_plastic_blue.jpg,,,,1,nv_brick_red_stacked.jpg,3.072381899845312,75,0.9406088728833025,5,0.7704909741355068
dist_297,simulation_1,128,0.7214143609754587,51,139904,471944,0.37393069102350246,3,34,5,31,2,360,nv_marble.jpg,nv_marble.jpg,nv_tile_square_green.jpg,0.8899484042292194,warehouse,,nv_tile_square_green.jpg,nv_wood_shingles_brown.jpg,nv_brick_red_stacked.jpg,nv_wood_siding_weathered_green.jpg,,,,1,,1.3803999423980713,91,0.9653459882425719,4,2.0
dist_298,simulation_1,128,1.108330018102567,71,90569,550225,0.2632069921564489,1,34,5,31,2,360,nv_granite_tile.jpg,nv_artificialgrass_green.jpg,nv_bamboo_desktop.jpg,0.8277832689159821,additional,nv_brick_red_stacked.jpg,nv_tile_square_green.jpg,nv_fabric_square_grid.jpg,nv_stucco_smooth_blue.jpg,nv_wood_siding_weathered_green.jpg,nv_plastic_blue.jpg,,,1,,2.6039150562764584,100,0.5134575049043364,5,0.8426803698632145
dist_299,simulation_1,128,0.962829745062078,63,112078,390690,0.36320370904787525,3,34,5,31,2,360,nv_marble.jpg,nv_wooden_wall.jpg,nv_carpet_abstract_pattern.jpg,0.9223397850392769,warehouse,,nv_tile_hexagonal_green_white.jpg,nv_asphalt_yellow_weathered.jpg,nv_rubber_woven_charcoal.jpg,nv_stone_painted_grey.jpg,,,,1,,2.2981574888145295,100,0.6379056196519923,4,1.1892579627203665
dist_300,simulation_1,128,0.771146802540823,58,88811,560283,0.1529022782715751,2,34,3,31,2,360,nv_granite_tile.jpg,nv_rubber_woven_charcoal.jpg,nv_brick_reclaimed.jpg,0.6158189718608336,warehouse,,nv_rubber_woven_charcoal.jpg,nv_rubber_woven_charcoal.jpg,nv_concrete_aged_with_lines.jpg,nv_stucco_smooth_blue.jpg,nv_brick_reclaimed.jpg,,,1,nv_brick_red_stacked.jpg,1.6008199510379366,73,0.691555359257232,5,1.7695604406173189
